,mutation_id,file,confidence,mutation_point_x,mutation_point_y,rel_intensity_before,rel_intensity_after
0,1,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN1.npy,1.0,,,0.0,0.0
1,2,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN2.npy,1.0,23.599005571472162,13.0,0.08837448402980715,0.0
2,3,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN3.npy,1.0,19.0,12.44141751373037,0.08093970294647172,0.08004505932331085
3,4,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN4.npy,1.0,9.0,17.497397349459025,0.09289863892339024,0.08917959779500961
4,5,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN5.npy,1.0,20.533921448838548,22.11108675798445,0.0564803864111721,0.11174666881561279
5,6,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN6.npy,1.0,9.434277021688766,17.04021044245418,0.14336237751130237,0.055028825998306274
6,7,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN7.npy,1.0,18.120996874440102,8.166666666666666,0.06072506084633346,0.13883259892463684
7,8,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN8.npy,1.0,17.621743705078394,8.661973573715715,0.07303236112529637,0.07651188224554062
8,9,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN9.npy,1.0,4.942223758102971,13.916040170744418,0.06316286113765308,0.08221932500600815
9,10,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN10.npy,1.0,9.688678571699167,16.76608076864761,0.1443772702681736,0.06192632019519806
10,11,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN11.npy,1.0,16.947145021045984,9.344153422851061,0.08670661380428907,0.12902654707431793
11,12,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN12.npy,1.0,9.0,16.13452176660393,0.0806742504064957,0.06305748224258423
12,13,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN13.npy,1.0,9.0,19.239861282449215,0.04094994208645694,0.07737567275762558
13,14,runs/log06-12_18-47_0_C_C_sm/individual_logs/data/ID0/GEN14.npy,1.0,16.444673550727668,9.866920596446278,0.0824904101265701,0.027566518634557724
