population size,total iteration number,misbehaviour number
174,100,95

id,expected_label,predicted_label,misbehaviour,confidence,mutate_attempts,failed
5,1,0,True,0.6146810054779053,2,False
25,1,0,True,0.5968528985977173,2,False
42,1,0,True,0.8067773580551147,2,False
52,0,1,True,0.6971888542175293,2,False
121,0,1,True,0.8566028475761414,2,False
149,0,1,True,0.9345266819000244,2,False
59,0,1,True,0.5754807591438293,3,False
66,1,0,True,0.9711736440658569,3,False
135,0,1,True,0.5741878151893616,3,False
138,1,0,True,0.9710970520973206,3,False
155,0,1,True,0.6484015583992004,3,False
22,1,0,True,0.9927211403846741,4,False
117,0,1,True,0.9873508810997009,4,False
32,0,1,True,0.9182166457176208,5,False
86,1,0,True,0.7726298570632935,5,False
88,0,1,True,0.5852792859077454,5,False
156,0,1,True,0.7151117920875549,5,False
170,0,1,True,0.5333191156387329,5,False
30,1,0,True,0.8802040815353394,6,False
125,1,0,True,0.9048685431480408,6,False
1,0,1,True,0.9128057360649109,7,False
33,0,1,True,0.9902738928794861,7,False
91,1,0,True,0.9684858322143555,8,False
168,0,1,True,0.7129172682762146,8,False
84,0,1,True,0.9074549674987793,9,False
108,0,1,True,0.9783615469932556,9,False
120,0,1,True,0.9982682466506958,9,False
87,0,1,True,0.7786673307418823,11,False
21,0,1,True,0.619263768196106,13,False
53,1,0,True,0.5443004369735718,13,False
50,0,1,True,0.5522735714912415,14,False
77,0,1,True,0.6158204674720764,14,False
62,0,1,True,0.5475438833236694,15,False
123,0,1,True,0.9888312816619873,16,False
147,1,0,True,0.6995641589164734,16,False
158,0,1,True,0.99355149269104,16,False
80,1,0,True,0.6111481189727783,17,False
148,0,1,True,0.9981420040130615,17,False
23,1,0,True,0.8999332785606384,21,False
124,0,1,True,0.6851958632469177,21,False
166,0,1,True,0.946794867515564,21,False
47,1,0,True,0.998073399066925,22,False
31,0,1,True,0.9221517443656921,23,False
45,0,1,True,0.6083670854568481,23,False
70,0,1,True,0.6612638235092163,23,False
152,0,1,True,0.8976390361785889,24,False
11,0,1,True,0.8880981802940369,25,False
44,0,1,True,0.9768083095550537,25,False
3,0,1,True,0.9836994409561157,26,False
39,0,1,True,0.646702766418457,27,False
139,0,1,True,0.9215107560157776,27,False
15,0,1,True,0.6550052762031555,28,False
102,0,1,True,0.9956120252609253,28,False
0,1,0,True,0.9512481093406677,30,False
7,0,1,True,0.8344931602478027,30,False
9,0,1,True,0.5968683958053589,30,False
78,1,0,True,0.9555887579917908,30,False
127,0,1,True,0.8008399605751038,30,False
153,1,0,True,0.9849634170532227,30,False
40,1,0,True,0.666495680809021,34,False
29,0,1,True,0.7440577149391174,35,False
67,1,0,True,0.9474974870681763,35,False
128,0,1,True,0.7226791977882385,35,False
163,1,0,True,0.5979865789413452,35,False
14,0,1,True,0.6477474570274353,36,False
171,1,0,True,0.5723968744277954,36,False
4,0,1,True,0.7132811546325684,37,False
140,0,1,True,0.5393480658531189,37,False
160,1,0,True,0.928879976272583,39,False
115,0,1,True,0.5031092762947083,41,False
118,0,1,True,0.9956575632095337,41,False
41,1,0,True,0.7872282266616821,47,False
61,1,0,True,0.7867703437805176,49,False
110,0,1,True,0.513435423374176,49,False
65,1,0,True,0.9988501071929932,51,False
112,0,1,True,0.9659463167190552,54,False
76,1,0,True,0.9677115082740784,55,False
8,0,1,True,0.557664692401886,56,False
54,0,1,True,0.7045373916625977,56,False
137,0,1,True,0.8487462997436523,56,False
98,0,1,True,0.9594904184341431,57,False
105,1,0,True,0.7156350612640381,60,False
113,1,0,True,0.5541000366210938,62,False
151,1,0,True,0.6581348180770874,65,False
173,0,1,True,0.5013911724090576,67,False
144,1,0,True,0.633884847164154,72,False
157,1,0,True,0.5496649742126465,72,False
134,0,1,True,0.7772497534751892,78,False
49,0,1,True,0.5286394357681274,83,False
71,0,1,True,0.5188217759132385,84,False
38,1,0,True,0.7396184206008911,87,False
57,0,1,True,0.9983123540878296,87,False
97,1,0,True,0.8983218669891357,89,False
150,1,0,True,0.5015017986297607,90,False
100,0,1,True,0.5494041442871094,94,False
2,1,1,False,0.9950809478759766,,False
6,1,1,False,0.9999440908432007,,False
10,1,1,False,0.9999997615814209,,False
12,1,1,False,0.9999746084213257,,False
13,0,0,False,0.9993255138397217,,False
16,1,1,False,0.9998934268951416,,False
17,0,0,False,0.9999860525131226,,False
18,1,1,False,0.9965881109237671,,False
19,0,0,False,0.9999521970748901,,False
20,1,1,False,0.9999332427978516,,False
24,1,1,False,0.9999839067459106,,False
26,0,0,False,0.9999404549598694,,False
27,1,1,False,0.9998819828033447,,False
28,1,1,False,0.9999423027038574,,False
34,1,1,False,0.9996567964553833,,False
35,0,0,False,0.999828040599823,,False
36,1,1,False,0.9998098015785217,,False
37,0,0,False,0.9999434351921082,,False
43,1,1,False,0.9931204319000244,,False
46,1,1,False,0.9997997879981995,,False
48,1,1,False,0.9999887943267822,,False
51,0,0,False,0.9999758005142212,,False
55,0,0,False,0.9999849796295166,,False
56,0,0,False,0.9977962970733643,,False
58,1,1,False,0.9997838139533997,,False
60,0,0,False,0.9998137950897217,,False
63,1,1,False,0.999958872795105,,False
64,1,1,False,0.9999991655349731,,False
68,1,1,False,0.9999973773956299,,False
69,1,1,False,0.9997802376747131,,False
72,0,0,False,0.9999673962593079,,False
73,1,1,False,0.9991661310195923,,False
74,0,0,False,0.9998109936714172,,False
75,0,0,False,0.9999083876609802,,False
79,0,0,False,0.9999792575836182,,False
81,0,0,False,0.9998592138290405,,False
82,0,0,False,0.9985470175743103,,False
83,0,0,False,0.9996929168701172,,False
85,0,0,False,0.999928891658783,,False
89,0,0,False,0.9999712705612183,,False
90,0,0,False,0.9999802708625793,,False
92,1,1,False,0.9999901056289673,,False
93,1,1,False,0.9999856948852539,,False
94,1,1,False,0.9998643398284912,,False
95,1,1,False,0.9991427659988403,,False
96,1,1,False,0.9999737739562988,,False
99,0,0,False,0.9982409477233887,,False
101,0,0,False,0.9999205470085144,,False
103,0,0,False,0.9999487996101379,,False
104,0,0,False,0.9999170899391174,,False
106,1,1,False,0.9999732971191406,,False
107,0,0,False,0.999987006187439,,False
109,0,0,False,0.9999455213546753,,False
111,0,0,False,0.99950110912323,,False
114,1,1,False,0.9656809568405151,,False
116,1,1,False,0.9999295473098755,,False
