population size,total iteration number,misbehaviour number
174,100,132

id,expected_label,predicted_label,misbehaviour,confidence,mutate_attempts,failed
14,0,1,True,0.8032019138336182,2,False
25,1,0,True,0.6323971152305603,2,False
42,1,0,True,0.6166452169418335,2,False
149,0,1,True,0.5284923315048218,2,False
155,0,1,True,0.8957049250602722,2,False
120,0,1,True,0.8010367155075073,3,False
30,1,0,True,0.5607086420059204,4,False
125,1,0,True,0.7115392088890076,4,False
156,0,1,True,0.7374477386474609,4,False
21,0,1,True,0.9803973436355591,5,False
52,0,1,True,0.989967942237854,5,False
87,0,1,True,0.6841356158256531,5,False
121,0,1,True,0.9820131659507751,5,False
5,1,0,True,0.7497637867927551,6,False
158,0,1,True,0.6238712668418884,6,False
50,0,1,True,0.8719725608825684,7,False
108,0,1,True,0.8906817436218262,7,False
135,0,1,True,0.7156248688697815,7,False
62,0,1,True,0.5766903162002563,8,False
7,0,1,True,0.6845737099647522,9,False
91,1,0,True,0.971207320690155,9,False
137,0,1,True,0.9971352815628052,9,False
8,0,1,True,0.7590454816818237,10,False
133,0,1,True,0.6813769936561584,10,False
3,0,1,True,0.5912978649139404,11,False
59,0,1,True,0.5033261775970459,11,False
147,1,0,True,0.9367194771766663,11,False
41,1,0,True,0.6431758999824524,12,False
70,0,1,True,0.6738523840904236,12,False
88,0,1,True,0.9748963713645935,12,False
127,0,1,True,0.9987480640411377,12,False
142,0,1,True,0.6095672249794006,12,False
31,0,1,True,0.6334743499755859,13,False
33,0,1,True,0.9985609650611877,13,False
45,0,1,True,0.9953063130378723,13,False
56,0,1,True,0.9450243711471558,13,False
148,0,1,True,0.6048572659492493,13,False
15,0,1,True,0.6578717231750488,14,False
32,0,1,True,0.7308952212333679,14,False
66,1,0,True,0.5913058519363403,14,False
80,1,0,True,0.7310200929641724,14,False
84,0,1,True,0.8046748042106628,14,False
128,0,1,True,0.5868465900421143,14,False
134,0,1,True,0.5957657098770142,14,False
139,0,1,True,0.9015583992004395,14,False
85,0,1,True,0.7060233354568481,15,False
118,0,1,True,0.812184751033783,15,False
168,0,1,True,0.5404083132743835,15,False
109,0,1,True,0.6613262891769409,16,False
117,0,1,True,0.8285892009735107,16,False
140,0,1,True,0.9103116393089294,16,False
124,0,1,True,0.9857305288314819,17,False
0,1,0,True,0.6275219917297363,18,False
9,0,1,True,0.7589983344078064,18,False
49,0,1,True,0.6174063682556152,18,False
55,0,1,True,0.9242279529571533,18,False
1,0,1,True,0.9995142221450806,19,False
44,0,1,True,0.534976601600647,19,False
79,0,1,True,0.5241227746009827,19,False
154,0,1,True,0.9838930368423462,19,False
89,0,1,True,0.998314380645752,20,False
130,0,1,True,0.954933762550354,20,False
152,0,1,True,0.6221665143966675,20,False
77,0,1,True,0.787200927734375,21,False
141,0,1,True,0.9997269511222839,22,False
29,0,1,True,0.9936078786849976,23,False
166,0,1,True,0.9906626343727112,23,False
74,0,1,True,0.9927127957344055,24,False
100,0,1,True,0.9962133765220642,24,False
103,0,1,True,0.9035020470619202,24,False
13,0,1,True,0.6867368817329407,25,False
101,0,1,True,0.9623013734817505,25,False
19,0,1,True,0.879439115524292,26,False
17,0,1,True,0.8481203317642212,27,False
115,0,1,True,0.8629129528999329,29,False
35,0,1,True,0.5134608149528503,30,False
54,0,1,True,0.5714687705039978,30,False
95,1,0,True,0.6631535291671753,30,False
113,1,0,True,0.6668697595596313,30,False
112,0,1,True,0.991696834564209,31,False
23,1,0,True,0.5024381875991821,32,False
75,0,1,True,0.7426175475120544,34,False
104,0,1,True,0.6009194850921631,34,False
26,0,1,True,0.7192619442939758,35,False
57,0,1,True,0.9566078186035156,35,False
102,0,1,True,0.5362311601638794,36,False
169,0,1,True,0.9504793882369995,37,False
163,1,0,True,0.7829415202140808,38,False
51,0,1,True,0.8149306178092957,39,False
107,0,1,True,0.7216273546218872,39,False
150,1,0,True,0.5144780278205872,40,False
153,1,0,True,0.9835178256034851,40,False
34,1,0,True,0.6253849864006042,41,False
73,1,0,True,0.9286599159240723,41,False
110,0,1,True,0.525252640247345,41,False
161,0,1,True,0.9984708428382874,42,False
4,0,1,True,0.635527491569519,43,False
11,0,1,True,0.7025275230407715,43,False
71,0,1,True,0.6030020117759705,43,False
131,0,1,True,0.7979894280433655,44,False
37,0,1,True,0.7780065536499023,46,False
86,1,0,True,0.8275789022445679,46,False
98,0,1,True,0.5416335463523865,46,False
151,1,0,True,0.9692960977554321,46,False
123,0,1,True,0.8143231272697449,50,False
146,0,1,True,0.7043125033378601,51,False
136,1,0,True,0.6575144529342651,53,False
27,1,0,True,0.883101224899292,54,False
119,0,1,True,0.9872910380363464,57,False
24,1,0,True,0.9672465920448303,59,False
47,1,0,True,0.6886394023895264,61,False
43,1,0,True,0.6206334829330444,62,False
173,0,1,True,0.8890444040298462,64,False
83,0,1,True,0.5660334825515747,65,False
99,0,1,True,0.5566660761833191,69,False
160,1,0,True,0.9910290837287903,69,False
63,1,0,True,0.8941308856010437,70,False
72,0,1,True,0.8236624002456665,70,False
40,1,0,True,0.9422476887702942,74,False
97,1,0,True,0.9985318183898926,74,False
159,0,1,True,0.7056360244750977,74,False
144,1,0,True,0.980879545211792,79,False
18,1,0,True,0.8884752988815308,81,False
172,0,1,True,0.8886682391166687,81,False
90,0,1,True,0.7361510396003723,82,False
39,0,1,True,0.7457274794578552,85,False
114,1,0,True,0.7864120006561279,90,False
82,0,1,True,0.7673026323318481,92,False
143,1,0,True,0.9701833128929138,94,False
16,1,0,True,0.5766036510467529,96,False
81,0,1,True,0.964703381061554,96,False
165,1,0,True,0.9855591654777527,98,False
2,1,1,False,0.9999673366546631,,False
6,1,1,False,0.9984533786773682,,False
10,1,1,False,0.9999991655349731,,False
12,1,1,False,0.9998373985290527,,False
20,1,1,False,0.9994391798973083,,False
22,1,1,False,0.9999567270278931,,False
28,1,1,False,0.9633448123931885,,False
36,1,1,False,0.9998701810836792,,False
38,1,1,False,0.9931440353393555,,False
46,1,1,False,0.9999902248382568,,False
48,1,1,False,0.9999325275421143,,False
53,1,1,False,0.9999961853027344,,False
58,1,1,False,0.9999721050262451,,False
60,0,0,False,0.9262358546257019,,False
61,1,1,False,0.998835027217865,,False
64,1,1,False,0.999849796295166,,False
65,1,1,False,0.9978781938552856,,False
67,1,1,False,0.99956876039505,,False
68,1,1,False,0.9999887943267822,,False
69,1,1,False,0.999695897102356,,False
76,1,1,False,0.9998974800109863,,False
78,1,1,False,0.9999508857727051,,False
92,1,1,False,0.9999854564666748,,False
93,1,1,False,0.9999573230743408,,False
94,1,1,False,0.9999951124191284,,False
96,1,1,False,0.9998621940612793,,False
105,1,1,False,0.9999744892120361,,False
106,1,1,False,0.9999887943267822,,False
111,0,0,False,0.9994960427284241,,False
116,1,1,False,0.9999985694885254,,False
122,1,1,False,0.9999992847442627,,False
126,1,1,False,0.9998041987419128,,False
129,1,1,False,0.9980668425559998,,False
132,0,0,False,0.9982215166091919,,False
138,1,1,False,0.9988700747489929,,False
145,1,1,False,0.9999618530273438,,False
157,1,1,False,0.9999997615814209,,False
162,1,1,False,0.999984622001648,,False
164,1,1,False,0.9998152852058411,,False
167,1,1,False,0.9999983310699463,,False
170,0,0,False,0.9565960764884949,,False
171,1,1,False,0.9990500807762146,,False
