cte_l1_m1,cte_l1,cte_l1_p1,cte_l2_m1,cte_l2,cte_l2_p1,cte_max_m1,cte_max,cte_max_p1,cte_der_m1,cte_der,cte_der_p1,steering_l1_m1,steering_l1,steering_l1_p1,steering_l2_m1,steering_l2,steering_l2_p1,steering_max_m1,steering_max,steering_max_p1,steering_der_m1,steering_der,steering_der_p1,time,mutation type,mutation method,episode
0.028363265306122487,0.1041618287373004,0.21273888111888106,0.07804156367346937,0.1506787737735848,0.3445769075314685,0.1795,0.07779999999999987,0.31679999999999997,0.011077083333333335,0.023505079825834538,0.017403321678321662,0.036437623468892955,0.05442578658253405,0.08032474440581105,0.0555751830015591,0.07255442201464243,0.07225233009001236,0.13309317827224731,0.06713145971298207,0.09287875890731812,-0.000989203962186977,0.02246173338204925,0.0104627608836114,03-21-02-16,XAI,attention_same,0
-0.16634291666666667,0.0023343673469387594,-0.026561269296741075,-0.14342542542499997,-0.035741192693877544,-0.04730593886449386,-0.32819999999999994,-0.08689999999999998,-0.1392,-0.013895484151107255,0.0003515102040816259,-0.010086758147512864,-0.11330144847122331,0.004089737431127172,-0.006371729800519144,-0.06998414200207248,-0.010111496804457942,-0.015532823597934842,-0.30785894393920904,-0.027615129947662354,-0.022911131381988414,-0.007920368412397138,0.0013714898119167387,-0.011668548064616292,03-21-02-16,XAI,attention_same,1
-0.031871111111111086,0.8311399999999998,nan,-0.029374484984126994,1.9842028966666672,nan,-0.18020000000000003,0.27829999999999977,nan,-0.003204090696587194,0.08593166666666666,nan,0.015957452575602257,0.49197072448829815,nan,-0.00511817297545869,0.6288813078061366,nan,0.045178890228271484,0.0,nan,-0.0004219443159802251,-0.039776692787806184,nan,03-21-02-16,XAI,attention_same,2
0.03718510638297873,0.015712821650399333,-0.03522172549019609,0.03664210957446808,0.039665725896184584,-0.04890692974901967,0.14089999999999997,0.08610000000000007,-0.01750000000000007,0.004723913043478261,0.006104791481810118,-0.008786274509803918,0.07258039887281174,0.04632767970054372,-0.0340802658130141,0.026722315979240824,0.01939292673984558,-0.027867988705750996,0.13580322265624997,0.001340627670288086,-0.03310513496398926,0.0032548782942087746,0.005139095867391471,-0.007254217676087908,03-21-05-48,XAI,random,0
0.19953226616446956,-0.026502252816020033,-0.019824489795918387,0.39036374876961705,-0.02359369917813934,-0.008240415102040849,0.5639999999999998,-0.033399999999999985,0.026999999999999913,0.015898828887443067,0.00424297037964122,-0.0021653061224489803,0.0925821669387169,-0.012024638111305608,-0.01507728285042148,0.09594346918585035,-0.0090300899528747,-0.0043573635073553135,0.15271806716918934,-0.021853923797607366,0.0285072922706604,0.017558106538162803,0.003216725764395946,-0.0030903135027204112,03-21-05-48,XAI,random,1
0.16944862466725819,-0.040876329787234045,0.022131283422459957,0.20750426309671693,-0.02476108788120568,0.0436378927896614,0.575,-0.17690000000000006,0.09450000000000003,0.02931083333333333,-0.001602039007092198,0.012125579322638143,0.10659295570406119,0.017428121004412156,0.05228513840473065,0.09922311602453987,-0.0054085374307389356,0.048976628933807054,0.4485284090042114,-0.11100971698760986,0.07422894239425659,0.02147535102234946,-0.0030472339857501654,0.007943720800831985,03-21-05-48,XAI,random,2
-0.01275601754385966,1.0679970149253732,nan,0.006654854433333343,3.1029177633432843,nan,0.15190000000000015,0.19369999999999976,nan,0.0022589549549549594,0.13358567164179103,nan,0.02805314888895835,0.14371142333456832,nan,0.011327636486374748,0.12394975389336449,nan,0.0,-0.013766825199127197,nan,0.0004447409433421881,0.060278572075402555,nan,03-21-05-48,XAI,random,3
-0.022741988710377803,-0.15099539187227862,0.013214583333333335,-0.05600820398610509,-0.3017967713606676,0.006756166458333351,-0.3226000000000001,-0.3571,0.03510000000000002,-0.00319891304347825,-0.008490166908563135,0.0018770833333333348,0.0025960650536443197,-0.04608807904126744,0.0057947056726940505,-0.02845824043470019,-0.04901010732432487,0.004432550104227113,-0.32690370082855225,-0.018181860446930043,0.00998377799987793,-0.001055524124345484,-0.002985134231486254,0.00047139544039964676,03-21-01-17,XAI,attention_opposite,0
0.11221951530612245,-0.05630192307692311,0.07649791666666667,0.1500462382015306,-0.11828373788461544,0.03620870812499999,0.1028,-0.31100000000000005,0.07579999999999998,0.02786755319148935,-0.016746153846153845,0.008131249999999996,0.08715678631737087,-0.06111553783725521,0.020119784399867058,0.06355966351933266,-0.08414488855691894,0.011278148155613718,0.1686638593673706,-0.24088114500045776,0.029399096965789795,0.016828219944624394,-0.002351146048078158,0.004253750123704474,03-21-01-17,XAI,attention_opposite,1
-0.061454818181818194,-0.13340134803921572,0.02576695156695158,-0.04162055026363636,-0.16666882618872547,0.009259788333333352,-0.2551,-0.32799999999999996,0.09179999999999999,0.00223607024205031,-0.024371078431372546,0.008950925925925921,-0.011694792485584249,-0.07691801770837917,0.029131472109255818,-0.010892952419590766,-0.05545529121567775,0.021754721843012068,-0.1919257640838623,-0.2694863080978394,0.09280037879943848,-0.001972851068852005,-0.01889552838881225,-0.0010432810695083158,03-21-01-17,XAI,attention_opposite,2
