population size,total iteration number,misbehaviour number
174,100,122

id,expected_label,predicted_label,misbehaviour,confidence,mutate_attempts,failed
25,1,0,True,0.7077319622039795,2,False
30,1,0,True,0.6859647631645203,2,False
52,0,1,True,0.7621844410896301,2,False
149,0,1,True,0.5285425186157227,2,False
14,0,1,True,0.7106766700744629,3,False
10,1,1,False,0.9999980926513672,4,True
20,1,0,True,0.5731518268585205,4,False
32,0,1,True,0.985672116279602,4,False
84,0,1,True,0.978297233581543,4,False
117,0,1,True,0.8136503100395203,4,False
168,0,1,True,0.742186963558197,4,False
42,1,0,True,0.7769851684570312,5,False
155,0,1,True,0.96645587682724,5,False
1,0,1,True,0.5397826433181763,6,False
80,1,0,True,0.9663784503936768,6,False
127,0,1,True,0.7657696008682251,6,False
8,0,1,True,0.975613534450531,7,False
21,0,1,True,0.6565048694610596,7,False
33,0,1,True,0.9963764548301697,7,False
50,0,1,True,0.5273047685623169,7,False
135,0,1,True,0.8183722496032715,7,False
24,1,0,True,0.8268322944641113,8,False
31,0,1,True,0.9147821664810181,8,False
35,0,1,True,0.9996484518051147,8,False
57,0,1,True,0.9919243454933167,9,False
59,0,1,True,0.5448401570320129,9,False
156,0,1,True,0.6901170015335083,9,False
45,0,1,True,0.7345591187477112,10,False
121,0,1,True,0.8440532684326172,10,False
126,1,0,True,0.7518802285194397,10,False
152,0,1,True,0.9203041195869446,10,False
166,0,1,True,0.5167989134788513,10,False
3,0,1,True,0.9699513912200928,11,False
41,1,0,True,0.5272563099861145,11,False
49,0,1,True,0.5175016522407532,11,False
77,0,1,True,0.6587784290313721,11,False
140,0,1,True,0.9092187881469727,11,False
9,0,1,True,0.9115788340568542,12,False
89,0,1,True,0.9821033477783203,12,False
107,0,1,True,0.9676863551139832,12,False
120,0,1,True,0.8436005115509033,13,False
133,0,1,True,0.5909490585327148,13,False
15,0,1,True,0.7709434628486633,14,False
56,0,1,True,0.699300229549408,14,False
63,1,0,True,0.6583156585693359,14,False
100,0,1,True,0.9526247978210449,14,False
39,0,1,True,0.8975631594657898,15,False
118,0,1,True,0.9994146823883057,15,False
125,1,0,True,0.9823246002197266,15,False
154,0,1,True,0.5305671691894531,15,False
29,0,1,True,0.9805154800415039,16,False
47,1,0,True,0.9724726676940918,16,False
91,1,0,True,0.9586517810821533,16,False
108,0,1,True,0.5367953777313232,16,False
170,0,1,True,0.6572656631469727,16,False
55,0,1,True,0.8526315093040466,17,False
88,0,1,True,0.5543960928916931,17,False
123,0,1,True,0.7476956844329834,17,False
139,0,1,True,0.7126106023788452,17,False
158,0,1,True,0.6998940706253052,17,False
62,0,1,True,0.753153920173645,18,False
110,0,1,True,0.796745777130127,18,False
79,0,1,True,0.7484936118125916,19,False
103,0,1,True,0.8655439615249634,19,False
16,1,0,True,0.5039880275726318,20,False
87,0,1,True,0.9073997735977173,20,False
102,0,1,True,0.9877546429634094,20,False
137,0,1,True,0.8287132978439331,20,False
26,0,1,True,0.7975603938102722,21,False
74,0,1,True,0.5470489263534546,21,False
115,0,1,True,0.5720005035400391,21,False
94,1,0,True,0.5163751244544983,24,False
