,idx,pop_num,pop_cum_num,ID_num_0.68,ID_cum_num_0.68,ID_cum_rate_0.68,ID_rate_0.68,ID_num_0.9,ID_cum_num_0.9,ID_cum_rate_0.9,ID_rate_0.9,ID_num_0.95,ID_cum_num_0.95,ID_cum_rate_0.95,ID_rate_0.95,ID_num_0.99,ID_cum_num_0.99,ID_cum_rate_0.99,ID_rate_0.99,ID_num_0.999,ID_cum_num_0.999,ID_cum_rate_0.999,ID_rate_0.999,ID_num_0.9999,ID_cum_num_0.9999,ID_cum_rate_0.9999,ID_rate_0.9999,ID_num_0.99999,ID_cum_num_0.99999,ID_cum_rate_0.99999,ID_rate_0.99999
0,1,1,1,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
1,3,1,2,1,2,1.0,1.0,1,2,1.0,1.0,1,2,1.0,1.0,1,2,1.0,1.0,1,2,1.0,1.0,1,2,1.0,1.0,1,2,1.0,1.0
2,4,2,4,2,4,1.0,1.0,2,4,1.0,1.0,2,4,1.0,1.0,2,4,1.0,1.0,2,4,1.0,1.0,2,4,1.0,1.0,2,4,1.0,1.0
3,5,2,6,2,6,1.0,1.0,2,6,1.0,1.0,2,6,1.0,1.0,2,6,1.0,1.0,2,6,1.0,1.0,2,6,1.0,1.0,2,6,1.0,1.0
4,6,3,9,1,7,0.778,0.333,3,9,1.0,1.0,3,9,1.0,1.0,3,9,1.0,1.0,3,9,1.0,1.0,3,9,1.0,1.0,3,9,1.0,1.0
5,7,4,13,1,8,0.615,0.25,3,12,0.923,0.75,4,13,1.0,1.0,4,13,1.0,1.0,4,13,1.0,1.0,4,13,1.0,1.0,4,13,1.0,1.0
6,8,3,16,1,9,0.562,0.333,2,14,0.875,0.667,2,15,0.938,0.667,3,16,1.0,1.0,3,16,1.0,1.0,3,16,1.0,1.0,3,16,1.0,1.0
7,9,2,18,1,10,0.556,0.5,2,16,0.889,1.0,2,17,0.944,1.0,2,18,1.0,1.0,2,18,1.0,1.0,2,18,1.0,1.0,2,18,1.0,1.0
8,10,1,19,1,11,0.579,1.0,1,17,0.895,1.0,1,18,0.947,1.0,1,19,1.0,1.0,1,19,1.0,1.0,1,19,1.0,1.0,1,19,1.0,1.0
9,11,1,20,0,11,0.55,0.0,1,18,0.9,1.0,1,19,0.95,1.0,1,20,1.0,1.0,1,20,1.0,1.0,1,20,1.0,1.0,1,20,1.0,1.0
10,12,1,21,0,11,0.524,0.0,0,18,0.857,0.0,0,19,0.905,0.0,1,21,1.0,1.0,1,21,1.0,1.0,1,21,1.0,1.0,1,21,1.0,1.0
11,13,1,22,0,11,0.5,0.0,1,19,0.864,1.0,1,20,0.909,1.0,1,22,1.0,1.0,1,22,1.0,1.0,1,22,1.0,1.0,1,22,1.0,1.0
12,14,4,26,2,13,0.5,0.5,4,23,0.885,1.0,4,24,0.923,1.0,4,26,1.0,1.0,4,26,1.0,1.0,4,26,1.0,1.0,4,26,1.0,1.0
13,15,2,28,2,15,0.536,1.0,2,25,0.893,1.0,2,26,0.929,1.0,2,28,1.0,1.0,2,28,1.0,1.0,2,28,1.0,1.0,2,28,1.0,1.0
14,17,3,31,3,18,0.581,1.0,3,28,0.903,1.0,3,29,0.935,1.0,3,31,1.0,1.0,3,31,1.0,1.0,3,31,1.0,1.0,3,31,1.0,1.0
15,18,3,34,2,20,0.588,0.667,3,31,0.912,1.0,3,32,0.941,1.0,3,34,1.0,1.0,3,34,1.0,1.0,3,34,1.0,1.0,3,34,1.0,1.0
16,19,4,38,3,23,0.605,0.75,4,35,0.921,1.0,4,36,0.947,1.0,4,38,1.0,1.0,4,38,1.0,1.0,4,38,1.0,1.0,4,38,1.0,1.0
17,20,4,42,3,26,0.619,0.75,4,39,0.929,1.0,4,40,0.952,1.0,4,42,1.0,1.0,4,42,1.0,1.0,4,42,1.0,1.0,4,42,1.0,1.0
18,21,3,45,2,28,0.622,0.667,3,42,0.933,1.0,3,43,0.956,1.0,3,45,1.0,1.0,3,45,1.0,1.0,3,45,1.0,1.0,3,45,1.0,1.0
19,22,4,49,3,31,0.633,0.75,4,46,0.939,1.0,4,47,0.959,1.0,4,49,1.0,1.0,4,49,1.0,1.0,4,49,1.0,1.0,4,49,1.0,1.0
