method,id,mutation_number,expected_label,predicted_label,original_folder,image_path,loss,ID_0.68,ID_0.9,ID_0.95,ID_0.99,ID_0.999,ID_0.9999,ID_0.99999,drop,mutation_number_real
_S_R_IG,0,292.0,9,4,../runs/log03-14_16-27_9_S_R_IG/individual_logs/0.csv,../result/digits/_S_R_IG/digit_9_id_0,0.17086212,1,1,1,1,1,1,1,False,291.0
_S_R_IG,1,163.0,9,7,../runs/log03-14_16-27_9_S_R_IG/individual_logs/1.csv,../result/digits/_S_R_IG/digit_9_id_1,0.17974299,1,1,1,1,1,1,1,False,162.0
_S_R_IG,2,135.0,9,4,../runs/log03-14_16-27_9_S_R_IG/individual_logs/2.csv,../result/digits/_S_R_IG/digit_9_id_2,0.14614578,1,1,1,1,1,1,1,False,134.0
_S_R_IG,3,12.0,9,7,../runs/log03-14_16-27_9_S_R_IG/individual_logs/3.csv,../result/digits/_S_R_IG/digit_9_id_3,0.12068657,1,1,1,1,1,1,1,False,11.0
_S_R_IG,4,112.0,9,3,../runs/log03-14_16-27_9_S_R_IG/individual_logs/4.csv,../result/digits/_S_R_IG/digit_9_id_4,0.120763905,1,1,1,1,1,1,1,False,111.0
_S_R_IG,5,1.0,9,7,../runs/log03-14_16-27_9_S_R_IG/individual_logs/5.csv,../result/digits/_S_R_IG/digit_9_id_5,0.10533672,1,1,1,1,1,1,1,True,0.0
_S_R_IG,6,103.0,9,3,../runs/log03-14_16-27_9_S_R_IG/individual_logs/6.csv,../result/digits/_S_R_IG/digit_9_id_6,0.18926893,0,1,1,1,1,1,1,False,102.0
_S_R_IG,7,107.0,9,7,../runs/log03-14_16-27_9_S_R_IG/individual_logs/7.csv,../result/digits/_S_R_IG/digit_9_id_7,0.11330521,1,1,1,1,1,1,1,False,106.0
_S_R_IG,8,186.0,9,7,../runs/log03-14_16-27_9_S_R_IG/individual_logs/8.csv,../result/digits/_S_R_IG/digit_9_id_8,0.13116181,1,1,1,1,1,1,1,False,185.0
_S_R_IG,9,86.0,9,7,../runs/log03-14_16-27_9_S_R_IG/individual_logs/9.csv,../result/digits/_S_R_IG/digit_9_id_9,0.14834958,1,1,1,1,1,1,1,False,85.0
_S_R_IG,11,50.0,9,7,../runs/log03-14_16-27_9_S_R_IG/individual_logs/11.csv,../result/digits/_S_R_IG/digit_9_id_11,0.11097057,1,1,1,1,1,1,1,False,49.0
_S_R_IG,13,83.0,9,4,../runs/log03-14_16-27_9_S_R_IG/individual_logs/13.csv,../result/digits/_S_R_IG/digit_9_id_13,0.17359293,1,1,1,1,1,1,1,False,82.0
_S_R_IG,14,288.0,9,4,../runs/log03-14_16-27_9_S_R_IG/individual_logs/14.csv,../result/digits/_S_R_IG/digit_9_id_14,0.12967932,1,1,1,1,1,1,1,False,287.0
_S_R_IG,15,16.0,9,7,../runs/log03-14_16-27_9_S_R_IG/individual_logs/15.csv,../result/digits/_S_R_IG/digit_9_id_15,0.14782141,1,1,1,1,1,1,1,False,15.0
_S_R_IG,16,205.0,9,4,../runs/log03-14_16-27_9_S_R_IG/individual_logs/16.csv,../result/digits/_S_R_IG/digit_9_id_16,0.122075856,1,1,1,1,1,1,1,False,204.0
