,0,1,2,3,4,5,6,7,8,9,total
0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,1,1,2,1,3,1,5,6,23
2,2,1,1,1,2,1,3,1,6,6,24
3,2,1,1,1,2,2,3,2,6,6,26
4,2,1,1,1,2,3,3,2,8,6,29
5,2,2,1,1,2,3,3,2,8,7,31
6,2,2,1,1,2,3,3,3,9,8,34
7,2,3,1,1,2,3,4,4,11,9,40
8,2,4,1,1,2,3,4,4,14,9,44
9,2,4,1,2,2,3,4,4,16,10,48
10,2,4,1,2,2,3,4,5,16,12,51
11,2,6,1,2,2,3,4,5,16,12,53
12,2,6,1,2,2,4,5,5,16,13,56
13,3,6,1,2,2,4,5,5,17,14,59
14,3,6,1,2,3,4,5,5,18,15,62
15,3,6,1,2,3,4,6,5,20,18,68
16,4,7,1,2,3,5,6,5,22,20,75
17,4,8,1,2,3,5,7,5,23,20,78
18,4,10,2,2,4,5,8,5,23,22,85
19,4,13,2,2,4,5,9,6,23,23,91
20,6,14,2,2,4,7,10,6,25,23,99
21,7,14,2,2,4,7,11,6,25,24,102
22,7,16,2,2,4,7,11,6,26,25,106
23,8,17,3,2,4,8,12,6,27,26,113
24,8,21,4,2,5,8,12,7,27,26,120
25,8,21,4,2,6,9,12,7,28,27,124
26,8,22,5,2,6,9,13,7,30,27,129
27,8,22,5,2,6,9,14,7,30,28,131
28,8,22,5,2,6,10,14,8,30,29,134
29,8,22,5,2,6,10,15,8,30,30,136
30,9,23,5,2,7,11,15,8,31,31,142
31,10,23,5,2,8,13,15,9,31,32,148
32,10,26,5,2,8,13,15,9,31,37,156
33,13,26,5,2,8,14,15,9,31,37,160
34,13,29,5,2,9,14,15,9,32,40,168
35,14,30,5,2,11,15,17,10,32,40,176
36,14,34,5,2,12,16,18,11,33,42,187
37,15,35,5,2,12,16,18,12,35,43,193
38,16,37,5,2,13,16,19,13,36,45,202
39,18,43,5,3,13,16,20,13,37,46,214
40,19,44,5,3,13,17,22,14,37,49,223
41,19,44,6,3,13,17,24,17,39,49,231
42,20,44,7,3,14,17,26,18,42,50,241
43,21,46,7,3,15,17,26,18,42,51,246
44,21,46,8,3,16,17,27,18,42,53,251
45,21,47,8,3,16,17,28,19,43,53,255
46,21,49,9,3,16,19,29,19,45,56,266
47,22,51,9,3,16,21,29,21,47,57,276
48,23,52,9,3,17,23,30,21,50,59,287
49,24,52,10,3,18,24,31,22,50,61,295
50,26,55,10,3,20,25,32,24,50,61,306
51,28,56,10,4,21,26,32,25,52,61,315
52,28,58,10,4,22,27,32,25,54,63,323
53,28,60,11,4,22,28,34,25,54,65,331
54,28,64,12,4,22,28,34,25,56,67,340
55,28,67,13,4,22,28,35,26,56,70,349
56,30,68,13,4,22,28,35,27,59,72,358
57,32,69,14,4,22,30,35,27,60,74,367
58,35,70,15,4,22,31,35,29,60,74,375
59,37,71,15,4,22,33,36,30,61,75,384
60,38,71,15,4,23,33,37,30,63,75,389
61,41,72,15,4,24,33,37,30,63,77,396
62,43,72,15,4,25,33,39,30,65,78,404
63,45,72,15,4,25,35,40,33,65,79,413
64,47,73,16,4,25,36,41,34,65,81,422
65,47,73,16,4,25,36,42,34,65,82,424
66,49,74,16,4,25,37,42,35,66,84,432
67,49,74,16,4,26,38,43,36,68,85,439
68,50,75,16,4,27,40,43,37,68,85,445
69,52,75,16,5,28,40,43,38,68,88,453
70,52,75,18,5,28,41,43,38,68,90,458
71,55,75,18,5,29,41,43,38,69,94,467
72,57,75,19,6,29,41,45,41,69,96,478
73,60,75,21,6,29,42,45,41,70,98,487
74,60,75,21,8,31,42,45,42,71,99,494
75,61,75,21,8,31,44,47,43,73,101,504
76,62,75,21,8,33,44,47,43,73,102,508
77,63,76,21,9,35,45,47,43,74,102,515
78,64,76,21,9,36,47,48,43,75,103,522
79,66,76,21,9,36,48,48,44,78,103,529
80,67,76,22,10,38,50,48,45,79,105,540
81,67,77,22,10,41,51,49,46,79,106,548
82,68,77,22,10,42,54,49,48,79,107,556
83,69,79,23,10,42,55,49,50,79,109,565
84,73,79,23,10,42,56,49,50,79,109,570
85,75,80,23,11,44,57,49,51,81,109,580
86,76,80,23,11,44,58,49,53,82,112,588
87,77,80,23,11,44,58,49,54,85,112,593
88,77,80,23,11,44,59,51,54,85,113,597
89,77,81,23,11,45,61,51,56,85,113,603
90,78,82,23,11,45,61,51,58,86,113,608
91,79,82,24,12,45,62,51,59,86,114,614
92,79,82,24,12,46,63,51,59,87,114,617
93,79,82,25,12,46,63,52,61,87,116,623
94,83,82,26,12,47,64,54,63,87,117,635
95,84,83,26,12,47,64,55,65,88,118,642
96,85,83,27,12,48,65,55,65,90,118,648
97,86,83,27,13,48,67,58,66,90,119,657
98,87,85,27,13,50,69,58,66,91,119,665
99,88,85,27,14,51,70,58,68,92,121,674
100,88,85,27,14,51,71,58,70,94,122,680
101,89,85,29,15,53,71,58,70,95,122,687
102,89,85,30,15,54,72,58,72,97,123,695
103,89,85,30,15,54,74,59,75,97,125,703
104,92,85,31,15,54,76,59,76,97,126,711
105,95,85,32,15,54,76,60,79,98,127,721
106,96,85,32,15,56,76,60,83,98,127,728
107,97,85,32,15,56,76,60,84,98,127,730
108,97,85,32,15,56,77,60,86,99,127,734
109,98,86,33,15,57,78,61,87,101,128,744
110,99,87,33,17,57,78,61,87,101,130,750
111,100,88,34,17,58,79,61,88,102,131,758
112,103,89,34,17,58,80,61,90,102,131,765
113,104,89,34,18,59,82,62,92,102,132,774
114,106,89,35,18,59,82,62,92,103,132,778
115,109,89,36,18,59,84,62,94,103,133,787
116,109,89,39,18,60,84,63,95,103,134,794
117,109,90,39,18,60,84,64,96,103,136,799
118,111,90,39,18,60,84,64,96,104,136,802
119,112,91,39,18,60,85,64,96,104,137,806
120,114,91,40,19,62,88,66,97,105,137,819
121,115,92,40,19,65,89,66,100,108,138,832
122,116,92,40,19,65,91,66,101,108,138,836
123,116,92,40,19,68,92,66,103,109,138,843
124,116,92,40,19,68,93,66,103,110,140,847
125,116,92,40,19,68,94,66,104,110,141,850
126,116,92,40,20,68,95,66,104,111,142,854
127,117,92,40,20,71,96,67,105,112,142,862
128,117,92,40,20,72,96,67,106,112,143,865
129,118,92,40,20,73,98,68,108,112,146,875
130,118,92,41,21,73,98,68,108,112,147,878
131,118,92,41,21,74,98,68,109,114,148,883
132,119,92,41,21,76,100,69,109,114,149,890
133,121,92,42,23,76,100,69,109,114,149,895
134,122,92,44,23,77,101,70,110,114,149,902
135,122,93,44,23,77,101,70,111,115,149,905
136,124,93,44,23,77,101,71,112,115,151,911
137,125,93,46,24,79,101,71,112,115,152,918
138,125,93,47,24,79,102,71,113,116,154,924
139,125,93,47,24,79,103,71,115,118,154,929
140,125,94,48,24,80,105,71,115,118,155,935
141,126,94,49,24,81,105,71,115,118,155,938
142,128,94,50,25,81,107,71,117,119,156,948
143,130,94,51,25,81,109,71,117,120,157,955
144,130,94,52,25,82,109,71,119,120,159,961
145,131,94,53,25,82,110,71,119,121,159,965
146,131,94,53,25,82,111,72,119,121,160,968
147,133,94,54,25,84,111,72,122,121,160,976
148,133,96,54,25,84,111,72,122,122,162,981
149,134,96,54,25,84,111,73,122,122,162,983
150,137,97,54,25,84,111,73,122,124,163,990
151,139,97,54,25,84,111,74,122,124,164,994
152,140,97,54,25,84,111,75,122,124,164,996
153,141,97,55,25,84,111,75,122,124,165,999
