,idx,pop_num,pop_cum_num,ID_num_0.68,ID_cum_num_0.68,ID_cum_rate_0.68,ID_rate_0.68,ID_num_0.9,ID_cum_num_0.9,ID_cum_rate_0.9,ID_rate_0.9,ID_num_0.95,ID_cum_num_0.95,ID_cum_rate_0.95,ID_rate_0.95,ID_num_0.99,ID_cum_num_0.99,ID_cum_rate_0.99,ID_rate_0.99,ID_num_0.999,ID_cum_num_0.999,ID_cum_rate_0.999,ID_rate_0.999,ID_num_0.9999,ID_cum_num_0.9999,ID_cum_rate_0.9999,ID_rate_0.9999,ID_num_0.99999,ID_cum_num_0.99999,ID_cum_rate_0.99999,ID_rate_0.99999
0,1,1,1,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
1,2,2,3,1,2,0.667,0.5,1,2,0.667,0.5,2,3,1.0,1.0,2,3,1.0,1.0,2,3,1.0,1.0,2,3,1.0,1.0,2,3,1.0,1.0
2,3,3,6,1,3,0.5,0.333,2,4,0.667,0.667,2,5,0.833,0.667,2,5,0.833,0.667,3,6,1.0,1.0,3,6,1.0,1.0,3,6,1.0,1.0
3,4,2,8,2,5,0.625,1.0,2,6,0.75,1.0,2,7,0.875,1.0,2,7,0.875,1.0,2,8,1.0,1.0,2,8,1.0,1.0,2,8,1.0,1.0
4,5,3,11,1,6,0.545,0.333,2,8,0.727,0.667,2,9,0.818,0.667,3,10,0.909,1.0,3,11,1.0,1.0,3,11,1.0,1.0,3,11,1.0,1.0
5,6,6,17,5,11,0.647,0.833,5,13,0.765,0.833,5,14,0.824,0.833,6,16,0.941,1.0,6,17,1.0,1.0,6,17,1.0,1.0,6,17,1.0,1.0
6,7,4,21,3,14,0.667,0.75,4,17,0.81,1.0,4,18,0.857,1.0,4,20,0.952,1.0,4,21,1.0,1.0,4,21,1.0,1.0,4,21,1.0,1.0
7,8,4,25,3,17,0.68,0.75,4,21,0.84,1.0,4,22,0.88,1.0,4,24,0.96,1.0,4,25,1.0,1.0,4,25,1.0,1.0,4,25,1.0,1.0
8,9,3,28,2,19,0.679,0.667,3,24,0.857,1.0,3,25,0.893,1.0,3,27,0.964,1.0,3,28,1.0,1.0,3,28,1.0,1.0,3,28,1.0,1.0
9,10,2,30,2,21,0.7,1.0,2,26,0.867,1.0,2,27,0.9,1.0,2,29,0.967,1.0,2,30,1.0,1.0,2,30,1.0,1.0,2,30,1.0,1.0
10,11,3,33,2,23,0.697,0.667,3,29,0.879,1.0,3,30,0.909,1.0,3,32,0.97,1.0,3,33,1.0,1.0,3,33,1.0,1.0,3,33,1.0,1.0
