,idx,pop_num,pop_cum_num,ID_num_0.68,ID_cum_num_0.68,ID_cum_rate_0.68,ID_rate_0.68,ID_num_0.9,ID_cum_num_0.9,ID_cum_rate_0.9,ID_rate_0.9,ID_num_0.95,ID_cum_num_0.95,ID_cum_rate_0.95,ID_rate_0.95,ID_num_0.99,ID_cum_num_0.99,ID_cum_rate_0.99,ID_rate_0.99,ID_num_0.999,ID_cum_num_0.999,ID_cum_rate_0.999,ID_rate_0.999,ID_num_0.9999,ID_cum_num_0.9999,ID_cum_rate_0.9999,ID_rate_0.9999,ID_num_0.99999,ID_cum_num_0.99999,ID_cum_rate_0.99999,ID_rate_0.99999
0,1,1,1,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
1,2,2,3,0,1,0.333,0.0,2,3,1.0,1.0,2,3,1.0,1.0,2,3,1.0,1.0,2,3,1.0,1.0,2,3,1.0,1.0,2,3,1.0,1.0
2,3,1,4,1,2,0.5,1.0,1,4,1.0,1.0,1,4,1.0,1.0,1,4,1.0,1.0,1,4,1.0,1.0,1,4,1.0,1.0,1,4,1.0,1.0
3,4,3,7,2,4,0.571,0.667,2,6,0.857,0.667,2,6,0.857,0.667,3,7,1.0,1.0,3,7,1.0,1.0,3,7,1.0,1.0,3,7,1.0,1.0
4,5,1,8,0,4,0.5,0.0,1,7,0.875,1.0,1,7,0.875,1.0,1,8,1.0,1.0,1,8,1.0,1.0,1,8,1.0,1.0,1,8,1.0,1.0
5,6,4,12,2,6,0.5,0.5,4,11,0.917,1.0,4,11,0.917,1.0,4,12,1.0,1.0,4,12,1.0,1.0,4,12,1.0,1.0,4,12,1.0,1.0
6,7,2,14,1,7,0.5,0.5,2,13,0.929,1.0,2,13,0.929,1.0,2,14,1.0,1.0,2,14,1.0,1.0,2,14,1.0,1.0,2,14,1.0,1.0
7,8,1,15,0,7,0.467,0.0,1,14,0.933,1.0,1,14,0.933,1.0,1,15,1.0,1.0,1,15,1.0,1.0,1,15,1.0,1.0,1,15,1.0,1.0
8,9,2,17,1,8,0.471,0.5,2,16,0.941,1.0,2,16,0.941,1.0,2,17,1.0,1.0,2,17,1.0,1.0,2,17,1.0,1.0,2,17,1.0,1.0
9,10,3,20,1,9,0.45,0.333,2,18,0.9,0.667,2,18,0.9,0.667,2,19,0.95,0.667,3,20,1.0,1.0,3,20,1.0,1.0,3,20,1.0,1.0
10,11,1,21,0,9,0.429,0.0,0,18,0.857,0.0,0,18,0.857,0.0,1,20,0.952,1.0,1,21,1.0,1.0,1,21,1.0,1.0,1,21,1.0,1.0
11,12,2,23,2,11,0.478,1.0,2,20,0.87,1.0,2,20,0.87,1.0,2,22,0.957,1.0,2,23,1.0,1.0,2,23,1.0,1.0,2,23,1.0,1.0
12,15,2,25,2,13,0.52,1.0,2,22,0.88,1.0,2,22,0.88,1.0,2,24,0.96,1.0,2,25,1.0,1.0,2,25,1.0,1.0,2,25,1.0,1.0
13,16,1,26,1,14,0.538,1.0,1,23,0.885,1.0,1,23,0.885,1.0,1,25,0.962,1.0,1,26,1.0,1.0,1,26,1.0,1.0,1,26,1.0,1.0
14,18,4,30,4,18,0.6,1.0,4,27,0.9,1.0,4,27,0.9,1.0,4,29,0.967,1.0,4,30,1.0,1.0,4,30,1.0,1.0,4,30,1.0,1.0
15,19,1,31,0,18,0.581,0.0,0,27,0.871,0.0,1,28,0.903,1.0,1,30,0.968,1.0,1,31,1.0,1.0,1,31,1.0,1.0,1,31,1.0,1.0
