population size,total iteration number,misbehaviour number,mutation type,stride extent
174,500,148

id,expected_label,predicted_label,misbehaviour,confidence,mutate_attempts,failed
14,0,1,True,0.5296928286552429,2,False
30,1,0,True,0.5938071012496948,2,False
66,1,0,True,0.7179498672485352,2,False
120,0,1,True,0.6509968042373657,2,False
52,0,1,True,0.9895245432853699,3,False
100,0,0,False,0.9996736645698547,3,True
35,0,1,True,0.7032188177108765,4,False
32,0,1,True,0.5302045941352844,5,False
31,0,1,True,0.9625120162963867,6,False
8,0,1,True,0.9460389614105225,7,False
45,0,1,True,0.6020114421844482,7,False
117,0,1,True,0.9991593360900879,7,False
133,0,1,True,0.5141224265098572,7,False
156,0,1,True,0.9804866909980774,7,False
166,0,1,True,0.8675867915153503,7,False
84,0,1,True,0.9827231168746948,8,False
155,0,1,True,0.9182290434837341,8,False
40,1,0,True,0.5603464841842651,9,False
21,0,1,True,0.996023416519165,10,False
33,0,1,True,0.5410888195037842,10,False
50,0,1,True,0.6776491403579712,10,False
135,0,1,True,0.863289475440979,10,False
39,0,1,True,0.9964519739151001,11,False
146,0,1,True,0.7990607023239136,11,False
83,0,1,True,0.967815101146698,12,False
89,0,1,True,0.8640729188919067,12,False
125,1,0,True,0.9330740571022034,12,False
170,0,1,True,0.787023663520813,12,False
3,0,1,True,0.6555247902870178,13,False
42,1,0,True,0.996896505355835,13,False
77,0,0,False,0.9883320927619934,13,True
86,1,0,True,0.5644783973693848,13,False
118,0,1,True,0.988863468170166,14,False
87,0,1,True,0.5581303834915161,15,False
4,0,1,True,0.5601512789726257,16,False
49,0,1,True,0.5086637735366821,18,False
57,0,1,True,0.6907228827476501,18,False
121,0,1,True,0.7236666679382324,18,False
113,1,0,True,0.7917112112045288,19,False
1,0,1,True,0.5026055574417114,20,False
62,0,1,True,0.6141427755355835,20,False
74,0,1,True,0.9263091087341309,20,False
78,1,0,True,0.6530755758285522,20,False
127,0,1,True,0.6379055976867676,20,False
54,0,1,True,0.5196561217308044,21,False
101,0,1,True,0.632093608379364,22,False
140,0,1,True,0.885222852230072,22,False
168,0,1,True,0.9730193614959717,23,False
70,0,1,True,0.963170051574707,24,False
123,0,1,True,0.807466447353363,24,False
29,0,1,True,0.8233919739723206,25,False
37,0,1,True,0.695706844329834,25,False
149,0,1,True,0.8694797158241272,25,False
137,0,1,True,0.7457989454269409,27,False
141,0,1,True,0.9864842295646667,27,False
144,1,0,True,0.521481454372406,28,False
173,0,1,True,0.7180837988853455,28,False
91,1,0,True,0.578813910484314,29,False
147,1,0,True,0.9994611740112305,29,False
98,0,1,True,0.5942129492759705,30,False
103,0,1,True,0.5904006361961365,30,False
148,0,1,True,0.6731633543968201,30,False
12,1,0,True,0.7202204465866089,31,False
104,0,1,True,0.9241212606430054,32,False
112,0,1,True,0.9327701330184937,32,False
19,0,1,True,0.9777452945709229,33,False
9,0,1,True,0.9900140762329102,35,False
16,1,0,True,0.9523995518684387,35,False
