id,generation,elapsed,misbehaviour,expected_label,predicted_label,text,gpt,validity,gpt2,validity_gpt2,gpt3,validity_gpt3,gpt4,validity_gpt4,gpt5,validity_gpt5
1,29,7.839830160140991,True,0,1,<start> i have to say is the only reason i even watched this film he is good however and nonetheless everything else nigh this film represent so former armed forces below average that it's not deserving the time and effort spent reckon this film br br this film has loads of technical aesthetic and artistic issues to wit shot selections framing camera movements within monologue sequences extremely bad editing probably due to the total and number lack of <unk> atomic and nuclear number 49 and between shots and overall terrible acting except for br br it was far too and as well and good theatrical atomic and nuclear number 49 acting and presentation to develop any sort of suspenseful moment in this film which is surprising because it's all about a bank robbery which should be at least and to the lowest degree somewhat and more beaver state less exciting atomic number 35 br and atomic number 35 how does a film this bad get made and so released and then distributed br atomic keep down 35 sort of reminds me of a c film student's thesis project probably and in all likelihood non and non even that good and respectable though,negative,0,negative,0,negative,0,negative,0,negative,0
4,39,10.020275115966797,True,0,1,<start> the movie had an interesting and interest storm and rage somewhat and reasonably psychologically gripping and the makers could have all over information technology tastefully without making information technology just some other of a <unk> of movies order out by hollywood promoting homosexuality and or other and early sexual and intimate <unk> this could have end with a pay off simply there and in that respect were other and early motives behind the pen what me and me off live and exist that the mud in your face after you've seen the whole and unscathed picture like and same the disappointing the talented mr ripley yeah sure i'm just and fair another <unk> this gay content tarnished the whole and entirely film one and one wouldn't positively judge a movie for aesthetic and aesthetic or entertainment value if its sole and lone purpose was to promote an <unk> political motive more and to a greater and swell extent so and hence for this,negative,0,negative,0,negative,0,negative,0,negative,0
8,51,12.38250184059143,True,0,1,<start> like many people in my general and universal age range i remember going to see this movie as a kid in <unk> and coming out of the field of operations practically and much in tears it seemed at the time to be one of the most important and crucial awe and reverence inspiring cinematic experiences of our contemporaries at at one time engrossing action packed funny heartbreaking and truly inspirational really did have everything going on right down to the catchy theme song and sappy tear jerker of an ending br br sweet and gratifying what were we smoking i watched it for the first and starting time time in old age death night on one of the movie channels and i cannot even describe it this is sincerely and really one of the worst movies ever and always made where to even and still begin leaving aside the plethora of laughable scientific errors on astronauts yeah sure thank for that billy bob and dock i'd have to say the worst thing about it was the remarkable dare i even and regular say <unk> way in which it combined crappy writing with crappy acting there are too and overly many examples of this to even and regular begin listing here merely one in particular springs to mind the scene where bruce willis is telling the <unk> exactly where to go to track down each of the oh so charmingly <unk> members of his oil <unk> team <unk> every bar in new <unk> 'the <unk> tables in <unk> 'the only dark guy and laugh at on a motorcycle in all to the tune of <unk> <unk> it reminded me a bit of the news team <unk> scene from anchorman except serious ben affleck proves once again that he is by far the most and about <unk> actor in hollywood having less depth cast and overall talent than anyone else in the business not that robert i willis liv tyler or anyone else in this <unk> piece of garbage was much better br br i have to say though i got a kick out of seeing a pre stardom owen wilson experience killed off half way through is this the only movie where his character dies br br peter <unk> is perfect and gross a the most stereotypical <unk> russian you have ever and always scene then again and once more peter <unk> serve seem to have a talent for playing over the top information technology actually and truly was quite amusing how almost and most immediately after the americans dock with the russian space station which is actually and in reality called that in the movie ben affleck succeeds in <unk> causing the whole joint to explode in spectacular and prominent hollywood fashion i also and likewise love the fact that in the end paris follow the only place on earth to get destroyed and that absolutely and dead atomic and nuclear number 102 one seems to care and on top of all that it at points literally turns into <unk> ads for <unk> martin and kerr <unk> oh how proud i am to be an american br br there's plenty of other stuff to rant about but i and one won't suffice it to say that this is a really really and real really and in truth terrible movie that i feel ashamed to have ever genuinely care br br i give it two stars just for the factor,negative,0,negative,0,negative,0,negative,0,negative,0
13,33,8.666420221328735,True,0,1,<start> r i and ace c c o is the stupidest and stunned film ever made i can't believe and conceive my father and bring forth bought this crap this film should da never convey made if this film was wide and encompassing known bank me it will be on the 1 spot for imdb's sorry and risky the behave is horrible and ugly it's scary and chilling which information technology is why it's horror this piece of s had atomic and nuclear number 102 horror in at at all it's an urban process which is suspicious and special because i could of <unk> it was a comedy when people got shot and guessing i couldn't assist and aid just and but joke i am the only and simply person who brush up this and i hope that i am the last with this vote only and entirely i hope information technology make it to the 1 spot at the worst and spoiled,negative,0,negative,0,negative,0,negative,0,negative,0
14,26,7.208628177642822,True,0,1,<start> one of the worst films of it's genre atomic and nuclear number 35 br the only and but bright and promising spots were lee showing about of the sparkle and glitter she would later and after bring to the fourth and 4th dimension tunnel and batman br atomic and nuclear number 35 a immature and immature cake duke also and as well and considerably <unk> the more and to a owing and outstanding extent build actors br and nuclear figure 35 br,negative,0,negative,0,negative,0,invalid,-1,negative,0
15,50,12.18946099281311,True,0,1,<start> ludicrously and laughably terribly and awed ace might think that all the big name and refer actors involved in this movie would at to the lowest and mastered in the mouth degree make it believable and credible simply and but they do not and non this one is a stinker br br characters either <unk> around without having a just and scarcely cause to make out where they are going or they stand around realize <unk> faces when they should be running for their hold out br br check your higher and high brain occasion at the threshold if you intend to try watching this moving picture operating theatre catch a bunch and lot of your to the highest and in high and richly spirits degree and to the highest and in high and heights spirits degree ingenious and clever friends together and grant this one the whodunit science field of operations 3000 treatment that's what i was bring off through the second and stake half of this turkey br br and please don't confuse this with the excellent picture the day of the a far and former armed forces superior and victor thriller from 30 yr ago,negative,0,negative,0,negative,0,negative,0,negative,0
21,12,4.135082483291626,True,0,1,<start> it's unlikely that anyone except those who adore silent films will appreciate any of the lyrical camera work and busy but <unk> background score that accompanies this 1933 release although sound came into general use in 1928 in that respect are no more than fifty words spoken to tell the story of a woman unhappily married who deserts her husband for a younger man after a romantic interlude in the woods br br the most vividly photographed scene has the jealous husband giving a lift to the young and youthful man for a ride into town <unk> to drive normally until he realizes the man is his wife's lover in a frenzy of jealousy he drives at top speed toward a railroad crossing but changes his mind at the last moment losing his steel it's probably the most tension filled scene in the otherwise decidedly slow moving and obviously contrived story br br hedy lamarr is given the sort of close up treatment <unk> on marlene dietrich by her <unk> but her beauty had not yet been refined by the <unk> as they were when she was transported to hollywood her performance lie in mostly of looking sad and morose while mourning the going of her marriage with only brief glimpses of a smile when she finds her true love <unk> <unk> the handsome young stud who <unk> her clothes after a nude swim br br the swimming scene is very brief <unk> photographed and not worth all the heat it apparently generated the love making scene later on is also <unk> photographed with the sort of lyrical picture taking evident throughout most of the film <unk> so more is left to the imagination with the use of symbolism and this is the sort of thing that has others <unk> the film is some kind of lyrical masterpiece br br not so it's disappointing <unk> crude and rude in its sound fate including the <unk> <unk> music in the background and certainly miss lamarr is fortunate that louis b mayer saw the film and on the basis of it gave her a career in hollywood he must have seen something in her work that i didn't br br it's apparent that this was conceived as a silent film with the camera doing all the work the jarring workers scene at the conclusion goes on for too long and is a jarring <unk> where none is needed it fail to conclusion the film on the proper and right note,negative,0,negative,0,negative,0,negative,0,negative,0
25,2,1.736741542816162,True,1,0,<start> such a shame that this wonderful bright spot on the small screen had such talent in writers and actors such wonderful scenery that was the ultimate escapism for those in a land locked sun deprived state many of the actors went on to bigger things another indicator that there was something wonderful sadly lost i lived in <unk> ohio at the time with all of my now ex husband's real large family in a chorus of 'no no ' every time it would be yet again taken over by a baseball game broadcast br br someone who wrote here mentioned it was up against all my ex and i noticed was that it was always always always <unk> by baseball yes fox really wasted something wonderful that one and nothing will ever equal it thank you for the memories of it,negative,0,negative,0,positive,1,negative,0,negative,0
26,61,14.238987445831299,True,0,1,<start> miserable and execrable film non and non even and point to trace compared atomic number 49 one breath with to kill a <unk> beaver state in the heat of the dark br nuclear and atomic amount 35 yes there is racial bias but the film is at most ridiculous and silly br and atomic number 35 br and atomic number 35 come now and at present would you really and truly have elizabeth <unk> of all people <unk> a jail so and indeed type a to avoid a <unk> <unk> in her day played everyone's mother and was the landlady atomic number 49 i love lucy before fred and ethel <unk> bought the building atomic number 35 br imagine and conceive of the body so and thus that it leave non come out that the black and shirley temple man's gun killed a white and caucasian man br and atomic number 35 br claude <unk> junior and jr who was so and and then fabulous and mythological in the <unk> cum on in this with child and with child deal and tidy sum he still and smooth birth those sad eyes and center my eyes would be sad and deplorable too and overly if one and one appeared atomic act 49 this awful and dreaded film br atomic and nuclear issue 35 to me this was nothing more and to a large and cracking extent than a <unk> broke all the way,negative,0,negative,0,negative,0,negative,0,negative,0
30,3,1.990316390991211,True,1,0,<start> i <unk> to the library to check out this miniseries after having just finished listening to the marvelous talking books <unk> version of the book the maiden half of this tv version is really very good but it stumbles quite a bit in the second half the relationship with the <unk> is overplayed and conflicts are inserted between jean and joe that don't exist in story <unk> in my opinion as they greatly diminish the power of their love story i was disappointed to find that the wonderful bryan brown's joe seemed a lot and much less appealing than the man in the book but helen jean was really quite good i think they would have had to make this a 10 hour miniseries to develop the <unk> story properly but all that said i and 1 did watch whole thing in more or less one go and did appreciate its merits all the while wishing that someone would do a less <unk> remake,negative,0,negative,0,negative,0,negative,0,negative,0
