id,generation,elapsed,misbehaviour,expected_label,predicted_label,text,gpt,validity
1,9,57.99459981918335,True,0,1,<start> i have to say is the only reason i even watched this film he is good however everything else about this film is so far below average that it's not worth the time and effort spent viewing this film br br this film has laden of technical aesthetic issues that is to say shot selections framing camera movements within monologue sequences extremely bad editing probably due to the total lack of <unk> in and between shots and overall terrible acting except for br br it was former armed forces too theatrical and histrionics in acting and presentation to develop any sort of suspenseful moment in this film which is surprising and storm because it's all about a bank robbery which should be at least somewhat exciting br br how does a film this sorry get made and then released and then distributed br br kind of reminds me of a c film student's thesis labor probably not even that good and well though,negative,0
3,22,115.24262809753418,True,0,1,<start> first of all let me say that i am in no way denying the importance of the subject quite the opposite i am polish and i have been aware of the <unk> massacre for quite a long time in fact two of my family fellow member died there so i was looking forward to this film unfortunately i was disappointed br br i think the main problem lies with the script which <unk> too many subplots and characters none of which are properly developed the characters are sorely one dimensional their stories are intertwined but lack overall meaning in my opinion the cast doesn't really have a chance to show their power the exception is portraying <unk> the only interesting character i wish the story was more focused on him br br as a event the film lack emotion before seeing it i thought i would be moved if only for sentimental and mawkish reasons but in fact i was watching it with an odd sense of <unk> throughout leave off for the final execution scene it is done well and its placing is interesting and provides a climactic ending although the idea of the lord's appeal being <unk> in <unk> by the accomplish ships officer seems a bit former armed forces convey br br to conclude i imagine the film may have some educational value for those who are non familiar with the impersonate historical case but in my opinion it neglect as a work of cinema,negative,0
4,15,87.1901605129242,True,0,1,<start> the movie had an interesting surprise somewhat psychologically gripping and the makers could have ended it tastefully without making it just another of a <unk> of movies put out by hollywood promoting homosexuality and or other sexual <unk> this could have ended with a pay off but there were other motives behind the pen and compose what me dispatch is that the clay in your face after you've seen the whole movie like the disappoint and net ball down the talented mr ripley yea sure i'm just another <unk> this queer content tarnished the whole film i wouldn't positively judge a movie for aesthetic and artistic or entertainment value if its sole purpose was to push an <unk> political need more and to a greater extent so and therefore for this,negative,0
5,79,271.6244442462921,True,1,0,<start> this without any doubt is the greatest spin bump off to jackass ever made hell it even blows jackass out of the water br br picture this you have a group of guys who just didn't want to grow up cast and hold in a ton of money and some seriously cool stunt and you have viva la bam br br this show it's such a family based one and it's not just the gang running around being complete jerks like in zany for example parents april and phil are in every episode with appearances of obese uncle don <unk> to boot the reason why the family makes us laugh is simple somebody in our family can relate april the woman who wants to live life by the book and follow tradition phil the guy who tries to be a good father and finally bam that son that never grew out of high school br br the pranks and jokes in every episode will give you a secure laugh and buying the dvd is in spades recommended another thing which is storm to see is how casual is over the whole thing he's said in interviews that for the majority of episodes he isn't acting and is just acting off instinct br br what i aid the most about the whole thing however is the amount of influence has over mtv he want killer to play in his backyard mtv did it he desire to hang with dani filth and filth for a day and have a sway n roll musician and rocker of nasty and nasty word concert in his backyard it happened br br add to this his heat for the know metal and <unk> as <unk> band h i grand and his brother's garage band and there's a whole lot of head do it going on br br if you care snappy andrew you'll fall in love with this i borrowed season 1 from a protagonist and friend last year and i would give up my legs to meet the viva la bam crew you will non and non be defeat and i can check you'll be in foot race up by the end of info direct discipline and just,positive,1
7,15,87.18951845169067,True,0,1,<start> is probably the word i'd use to try and start key this film i only watched it because it had a good rating on here and i was so let down br br basically the film is about racial discrimination in a spot 9 eleven america and the manager went at it with a sledge hammer there was no subtlety in the film at all and it felt as though they were trying to achieve a kind of magnolia feel to the film which is never a good brain as that film was three hours of tedium and confusion but for it to start rain <unk> at the end br br all in all a vast dashing hopes,negative,0
8,22,115.23864364624023,True,0,1,<start> like many people in my general age range i remember going to see this movie as a kid in <unk> and coming out of the theatre practically in tears it seemed at the time to be one of the most important awe inspiring cinematic experiences of our generation at once riveting action packed funny heartbreaking and truly inspirational really did have everything going on right down to the catchy theme song and sappy tear jerker of an ending br br sweet what were we smoking i watched it for the first time in years last night on one of the movie channels and i cannot even describe it this is truly one of the worst movies ever made where to even begin leaving aside the plethora of laughable scientific errors on astronauts yeah sure thanks for that billy bob i'd have to say the worst thing about it was the remarkable dare i even say <unk> way in which it combined crappy writing with crappy acting there are too many examples of this to even begin listing here but one in particular springs to mind the scene where bruce willis is telling the <unk> exactly where to go to track down each of the oh so charmingly <unk> members of his oil <unk> team <unk> every bar in new <unk> 'the <unk> tables in <unk> 'the only black guy on a motorcycle in all to the tune of <unk> <unk> it reminded me a bit of the news team <unk> scene from anchorman except serious ben affleck proves once again that he is by far the most <unk> actor in hollywood having less depth range and overall talent than anyone else in the business not that bruce willis liv tyler or anyone else in this <unk> piece of dribble was much better br br i have to say though i got a kick out of seeing a pre stardom owen wilson get killed off half way through is this the only movie where his character dies br br peter <unk> is perfect and pure as the most mold <unk> russian you have ever scene then again peter <unk> does seem to have a talent for playing over the top it really was quite amusing how almost immediately after the americans sour grass with the russian space station which is actually called that in the movie ben affleck succeeds in <unk> causing the whole articulate to explode in spectacular hollywood fashion i also love the fact that in the end paris is the only place on earth to get destroyed and that absolutely atomic number 102 one look to attention and on top of all that it at points literally turns into <unk> advertisement and advertising for <unk> martin and kerr <unk> oh how majestic and proud i am to be an american br br there's plenty of other stuff to blah and rabbit on about but i won't suffice it to say that this is a really really really horrific movie that i feel ashamed to have ever genuinely wish br br i give it two stars just for the factor,negative,0
9,28,136.4913136959076,True,0,1,<start> if you decide to watch wild rebels don't expect anything deep and meaningful if you're looking for a film that explores the relationships and construction of a motorcycle gang wild rebels is the wrong movie if you're looking for an peril on the breakdown of the american educational system and the problem of juvenile <unk> wild rebels is the wrong movie if you're looking for a movie that examines how rural police departments are when facing a well financed well organized work party wild rebels is the wrong movie but if you're looking for an laughable movie filled with scene after scene of unintentional humor horrendous acting a paper thin plot and community theater style production values wild rebels is the right movie br br wild rebels is the story of a down on his luck stock car driver named rod <unk> steve after a ardent crash which rod walks away from completely unscathed and unharmed despite having only a cotton pants and a london fog style jacket for protection rod decides to give it up with no plan for his future other than to wander floating through the back roads of the south he stumbles on the satan's angels cycle mob a crew being three of the stunned guys to ever zip up a leather jacket and a woman they seem to share this group of hoodlums spends their time terrorize a rural town in florida by committing such atrocities as steal a newspaper from a neighbor's <unk> these bumbling idiots need someone to act as their driver during some big crimes they have planned apparently these three <unk> can only drive vehicles with two <unk> not four so they recruit pole to perform <unk> of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a <unk> road during a first gear speed chase eventually they hold up a bank get into the aforementioned low speed chase and have the stay gun battle with the police ever put on film i could go on forever and perpetually but you get the estimation br br i hate the term so dark it's good but that seem to aptly describe wild and tabloid rebels,negative,0
11,30,143.39411687850952,True,0,1,<start> this movie is over hype i am sad to say that i grip to watch the first 15 minutes of this movie and anything beyond that i will have to force myself real hard to sit down and watch the rest of the movie it's totally stunned and very fake the robot in the movie looks like a man wearing those steel case and the acting is really big particularly and specially the one playing the character alien he is whole and all get to don't cut out your money watching this sequel to the popular gen x cops i'd rather eternal rest or go through my money on some other things rather than watching this movie 1 out of 10 if likely i'd drop dead and utterly jackass egg,negative,0
13,14,82.47205829620361,True,0,1,<start> gas constant i c c o is the stupidest film ever made i can't believe my father bought this dirt this film should da never got made if this film was wide have intercourse trust me it will be on the 1 blob for imdb's big the acting is atrocious it's scary which it is why it's horror this piece of s had no horror in at at all it's an urban action which is funny because i could of <unk> it was a comedy when people got shot i couldn't help but laugh i am the only person who review this and i hope that i live the last with this vote only i go for it make it to the 1 pick out at the risky and savage,negative,0
14,6,41.734697341918945,True,0,1,<start> one of the worst films of it's genre br br the only bright spots cost lee showing some of the sparkle she would later bring to the time tunnel and batman br br a young patty duke as well and as well and easily <unk> the more and to a greater extent established actors br br,negative,0
