population size,total iteration number,misbehaviour number
174,100,100

id,expected_label,predicted_label,misbehaviour,confidence,mutate_attempts,failed
14,0,1,True,0.5481244921684265,2,False
30,1,0,True,0.5828801989555359,2,False
33,0,1,True,0.5056979060173035,3,False
121,0,1,True,0.6723782420158386,3,False
49,0,1,True,0.6685033440589905,4,False
52,0,1,True,0.9430112838745117,4,False
66,1,0,True,0.9529250264167786,4,False
120,0,1,True,0.7301742434501648,4,False
32,0,1,True,0.8761902451515198,5,False
118,0,1,True,0.9344848394393921,5,False
138,1,0,True,0.962815523147583,5,False
42,1,0,True,0.973250150680542,6,False
132,0,1,True,0.5867056846618652,6,False
31,0,1,True,0.9016844034194946,7,False
83,0,1,True,0.7245664596557617,7,False
125,1,0,True,0.6415976285934448,7,False
135,0,1,True,0.9773289561271667,7,False
153,1,0,True,0.8883733749389648,7,False
155,0,1,True,0.6543745398521423,7,False
149,0,1,True,0.6469581127166748,8,False
5,1,0,True,0.9754706621170044,9,False
8,0,1,True,0.85401850938797,10,False
50,0,1,True,0.9628503322601318,10,False
102,0,1,True,0.8122428059577942,10,False
21,0,1,True,0.6842836141586304,11,False
148,0,1,True,0.6384931802749634,11,False
170,0,1,True,0.8397523760795593,11,False
45,0,1,True,0.9406113624572754,12,False
29,0,1,True,0.6032249331474304,13,False
56,0,1,True,0.6447482109069824,13,False
9,0,1,True,0.7787397503852844,14,False
84,0,1,True,0.6208188533782959,14,False
57,0,1,True,0.9340518712997437,15,False
124,0,1,True,0.8703749775886536,15,False
168,0,1,True,0.9685854911804199,15,False
55,0,1,True,0.6119042038917542,16,False
140,0,1,True,0.8185993432998657,17,False
89,0,1,True,0.9642434120178223,18,False
107,0,1,True,0.8665100932121277,18,False
126,1,0,True,0.5569672584533691,18,False
166,0,1,True,0.7142457962036133,18,False
39,0,1,True,0.8366024494171143,19,False
86,1,0,True,0.9137858152389526,20,False
115,0,1,True,0.6688326001167297,20,False
117,0,1,True,0.8010417222976685,20,False
87,0,1,True,0.5726711750030518,21,False
158,0,1,True,0.8740684390068054,22,False
17,0,1,True,0.5069935917854309,23,False
74,0,1,True,0.7302547097206116,23,False
152,0,1,True,0.7926505208015442,23,False
38,1,1,False,0.9999994039535522,24,True
1,0,1,True,0.5102882385253906,25,False
47,1,0,True,0.9031087756156921,25,False
59,0,1,True,0.6737663745880127,26,False
103,0,1,True,0.9630181193351746,26,False
156,0,1,True,0.8324288129806519,26,False
35,0,1,True,0.947170078754425,27,False
43,1,0,True,0.9622783660888672,28,False
19,0,1,True,0.9871060848236084,29,False
77,0,1,True,0.6022294163703918,30,False
173,0,1,True,0.8022012710571289,30,False
141,0,1,True,0.6006704568862915,32,False
122,1,1,False,0.9999986886978149,36,True
60,0,0,False,0.9999873638153076,39,True
130,0,1,True,0.9729713797569275,42,False
151,1,0,True,0.667271614074707,42,False
80,1,0,True,0.7806235551834106,43,False
96,1,0,True,0.9742460250854492,43,False
101,0,1,True,0.6766017079353333,43,False
164,1,0,True,0.7514604330062866,43,False
105,1,1,False,0.9976122379302979,44,True
137,0,1,True,0.7113432288169861,44,False
23,1,0,True,0.9009562134742737,45,False
62,0,1,True,0.8350164890289307,45,False
81,0,1,True,0.5219593644142151,46,False
139,0,1,True,0.7162840962409973,47,False
146,0,1,True,0.989222526550293,48,False
58,1,0,True,0.8826103806495667,51,False
131,0,0,False,0.999937891960144,51,True
95,1,0,True,0.6655169725418091,52,False
154,0,0,False,0.9999589323997498,54,True
26,0,1,True,0.984991729259491,55,False
133,0,1,True,0.5047701597213745,55,False
159,0,1,True,0.9978542923927307,56,False
112,0,1,True,0.5540468096733093,60,False
72,0,1,True,0.8590152859687805,61,False
142,0,1,True,0.7378579378128052,62,False
4,0,1,True,0.648681640625,64,False
92,1,0,True,0.5637754797935486,65,False
71,0,1,True,0.9865715503692627,67,False
100,0,1,True,0.5510506629943848,68,False
70,0,1,True,0.5593998432159424,71,False
134,0,1,True,0.9792407155036926,71,False
165,1,0,True,0.7675053477287292,72,False
97,1,1,False,0.999990701675415,74,True
82,0,1,True,0.6430127024650574,76,False
163,1,0,True,0.9333416819572449,78,False
119,0,1,True,0.8537617325782776,83,False
3,0,1,True,0.5042006373405457,84,False
12,1,0,True,0.5193667411804199,84,False
91,1,1,False,0.9999802112579346,86,True
13,0,1,True,0.5725060105323792,88,False
44,0,0,False,0.9991971850395203,88,True
108,0,1,True,0.9486178755760193,88,False
79,0,1,True,0.5698716044425964,90,False
15,0,1,True,0.7972325086593628,92,False
147,1,0,True,0.5241132378578186,95,False
