cte_l1_m1,cte_l1,cte_l1_p1,cte_l2_m1,cte_l2,cte_l2_p1,cte_max_m1,cte_max,cte_max_p1,cte_der_m1,cte_der,cte_der_p1,steering_l1_m1,steering_l1,steering_l1_p1,steering_l2_m1,steering_l2,steering_l2_p1,steering_max_m1,steering_max,steering_max_p1,steering_der_m1,steering_der,steering_der_p1,time,mutation type,mutation method,episode
-0.22088689167974884,0.12941739130434787,-0.005175757575757556,-0.30120381725274725,0.09535462347826085,-0.006051143030303033,-0.42959999999999987,0.2848,-0.0696,-0.01706446078431372,0.016165217391304353,-0.004139393939393936,-0.12382493773913908,0.06532461524171676,0.015232081496805848,-0.11288460429459349,0.041447670002298855,0.0033410051003354216,-0.2364621162414552,0.23041260242462164,0.006871819496154702,-0.018861083071861486,0.011182881567789165,0.0003071776450131857,03-22-19-14,RANDOM,random,0
0.0037952982810919855,-0.05971700680272107,-0.1057668235294118,-0.011501922077856427,-0.17217550414965982,-0.16019879831372547,-0.2198,-0.4455,-0.12270000000000003,-0.002795396825396831,-0.008769727891156459,-0.013425686274509796,0.01722518782648355,-0.047882049433177476,-0.08448410892439095,0.0051599568559275305,-0.072361653328951,-0.07638391531519706,-0.1395689845085144,-0.21409076452255238,-0.02462589740753174,0.0006119501141328872,0.0011074210257351752,-0.01118287920951843,03-22-19-14,RANDOM,random,1
-0.20771683518705764,0.0019427083333333484,nan,-0.1345023675884732,0.0049903953882575736,nan,-0.37400000000000005,0.07770000000000002,nan,-0.025653015873015876,0.002564772727272729,nan,-0.13656237616634076,-0.0460415139854321,nan,-0.07131326507426403,-0.007490916451734622,nan,-0.35764628648757935,-0.11684310808777809,nan,-0.020308275201490956,-0.007898378609256322,nan,03-22-19-14,RANDOM,random,2
-0.3254510616784631,-0.022148095238095244,0.07669208333333327,-0.27661243183013146,-0.005384112999999996,0.11507035320833331,-0.4501,0.020399999999999974,0.24419999999999997,-0.04509825396825396,0.00704492063492063,0.025178333333333337,-0.17063464522286426,-0.04097703228157665,0.045733843601192314,-0.11292525750770176,-0.006389382963459301,0.05374922599800161,-0.3516923785209656,0.0578658580780029,0.18290930986404408,-0.024296612777407207,0.0037703073864418304,0.02225612898667654,03-22-19-14,RANDOM,random,3
0.0532282608695652,0.0833827315541602,-0.012277199191102123,0.060623790217391296,0.14503734233124016,-5.918447421638523e-05,0.31309999999999993,0.2255999999999999,0.008900000000000019,0.00023333333333332845,0.002549960753532178,-0.0020186552072800797,0.028836126439273357,0.04377762932700274,-0.011031664636375005,0.03537116278207456,0.044709113159469765,-0.0025402966123555595,0.18159186840057373,0.06058681011199951,0.014322161674499512,0.004109478245178853,0.007466488299976155,-0.0004787313911020531,03-22-19-14,RANDOM,random,4
-0.20358786231884057,0.17607808340727593,0.024036640798226178,-0.2800775967934784,0.3576535768145519,0.006533391568736141,-0.06150000000000011,0.39639999999999986,-0.002799999999999969,-0.01851295508274233,0.013360159716060332,0.0006540465631929074,-0.10114414599176624,0.10206236428487803,-0.009318251680570364,-0.0786805736758486,0.11076603958743828,-0.0009512262619916917,0.09546947479248036,0.12662911415100098,0.045356750488281306,-0.014825943639242119,0.0003527479036359929,-0.0003259487991157245,03-22-19-14,RANDOM,random,5
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,03-22-19-14,RANDOM,random,6
0.03061868294487613,0.16161497326203217,-0.03402047519217327,0.20040801637069927,0.2601822355008913,-0.04527706030048917,0.32530000000000014,0.4045000000000001,-0.058599999999999985,0.012841461538461552,0.0215810338680927,-0.005272292103424184,-0.0014020864332533467,0.10434142869097013,-0.036959541863765155,0.020093609071326263,0.09870097883944765,-0.02038768499109489,-0.031233489513397217,0.12343806028366078,-0.08343696594238281,-0.0012586149802574637,0.014021901417118544,-0.005326127168767368,03-22-19-23,XAI,random,0
0.6531958855673416,-0.027261722488038265,0.0202515495086924,1.5644005703567985,-0.055215131486443414,0.00568796346182926,0.8864000000000001,-0.017100000000000115,-0.03159999999999985,0.015935333333333343,-0.00868392344497608,0.007064436885865465,0.05812745934818686,-0.01837037849875739,0.02338616343131339,0.021672811997951957,-0.023800047285547132,0.008917303352542483,-0.08195310831069946,0.008260607719421609,-0.031766414642333984,0.0025610321760177537,-5.907086474281342e-05,0.0019648662364942504,03-22-19-23,XAI,random,1
-0.24002555555555555,0.07702400000000001,0.01341568627450973,-0.1422528675,0.0521120524,0.013111220392156842,-0.4978,0.15410000000000001,-0.007800000000000029,-0.025350193423597685,0.010047999999999998,0.0016470588235294112,-0.049962475388828254,0.056177097223699096,0.009134621195056869,-0.0492588652827974,0.029347558592870124,0.012091989304546621,-0.2870876789093018,0.1271748542785645,0.049426913261413574,-0.01649420289052525,0.008376688957214357,0.0031237086536837454,03-22-19-23,XAI,random,2
0.043533974358974326,0.13049367424242414,0.05161232190989601,0.2254143562820512,0.23550420051136356,0.08142007816711588,0.3134999999999999,0.4344,0.1261000000000001,0.00560529828952859,0.016958863636363633,0.003809587986137869,-0.0036246534571266475,0.07098411239161523,0.03650305152346783,0.013244951664071997,0.08410123075734832,0.02928972636262167,-0.016290009021759255,0.13295483589172363,0.06850546598434448,-0.007686110650891323,0.007618358437762103,0.0009629443190306286,03-22-19-28,XAI,attention_same,0
-0.07816666666666663,0.07127332979851536,-0.161387678062678,-0.04291997266666666,0.12790842575291625,-0.28024715989316235,-0.119,0.10840000000000005,-0.3151999999999999,-0.015629545454545455,-0.003058271474019089,-0.01968824786324786,-0.14281046063535743,0.03287290841005722,-0.07057736789826913,-0.04641739764566248,0.030478339355296175,-0.06063267908147035,-0.2518932744860649,-0.05331110954284668,-0.044221043586730846,-0.015117699365046911,-0.010005897896666543,-0.005551701491205097,03-22-19-28,XAI,attention_same,1
-0.11664805735430156,0.1140462962962962,-0.029460344827586193,-0.196900807719704,0.15416972870370366,-0.05296249017241372,-0.35140000000000005,0.17659999999999987,-0.07489999999999997,-0.005852560386473426,0.0133185185185185,-0.0015810344827586337,-0.08569906230067798,0.057677660792790075,-0.015192704243135846,-0.06721782984858031,0.04547526091389656,-0.019466461102238597,-0.13950729370117188,0.0716107487678529,-0.052784085273742565,0.0036337690670853046,0.007804788097187328,0.0008600580281224735,03-22-19-28,XAI,attention_same,2
-0.3164907459535538,0.3300158925979681,-0.00042950354609927466,-0.3925057999894441,0.6855384543468797,0.0020336231489361672,-0.22240000000000015,0.7898000000000001,0.05700000000000005,-0.026274671052631586,0.04008037010159652,-0.001980378250591018,-0.16761573724498496,0.17173414936401388,-0.022795868275828024,-0.1500052792558976,0.15826057792036277,-0.007504098331901389,0.02481931447982777,0.17601633071899414,0.030166268348693903,-0.026844077294267583,0.0172700213460341,-0.00010611091522459357,03-22-19-28,XAI,attention_same,3
-0.022947916666666707,-0.09396326530612242,0.10312533013205288,-0.017595492624999994,-0.20185485711734696,0.11102708326530614,-0.1149,-0.39260000000000006,0.17969999999999997,-0.008422313147845063,-0.0259015306122449,0.00473737494998,-0.013072514681455982,-0.06903261334166488,0.031683864950740215,-0.003403050783478502,-0.08481300869493069,0.044861986479483085,-0.032052457332611084,-0.19281333684921276,0.005520761013031228,-0.004155880089217166,-0.009313536516460441,0.00517938964042057,03-22-19-28,XAI,attention_same,4
-0.1436659399224806,0.07646827852998062,-0.017803721488595436,-0.14295960498546514,0.06267351727272726,-0.012029033161264524,-0.1782999999999999,0.10150000000000003,-0.006099999999999994,-0.014638753799392099,0.006296324951644103,-0.0018374549819927949,-0.0909732210309093,0.023802878486998635,-0.008652688737134318,-0.057291695565177644,0.02191384011040838,-0.004265586654189649,0.02390533685684204,0.021670877933502197,0.022248029708862305,-0.012608998478696943,0.006590220794609497,0.0006068819860259485,03-22-19-28,XAI,attention_same,5
0.15762319182389942,-0.11466592307692314,0.008486538461538518,0.17595603508647797,-0.10952958557692305,0.018618370576923116,0.6883,-0.25540000000000007,0.000500000000000167,0.02957827332242225,-0.006933692307692321,-0.001357692307692289,0.12255614738451585,-0.03999076316562983,-0.007538131863559394,0.07979474756041482,-0.03071488562126748,0.0009222599427615719,0.5078470706939697,-0.19474637508392334,0.030565619468688965,0.016040312417412456,-0.006292256641273315,-0.00010201908074892324,03-22-19-28,XAI,attention_same,6
0.07618076923076922,0.06975265734265734,0.04536078431372548,0.09945947153846152,0.05818547093006993,0.08220647490196076,0.3732,-0.025500000000000078,0.06159999999999988,0.012015686274509801,0.011569685314685309,0.00478235294117646,0.033301525570165635,0.07561663685478859,0.03458685734692746,0.044172392024355245,0.05769063780627656,0.03331129542925004,0.30567795038223267,-0.03543156385421753,0.0,0.0056205417449567835,0.013747115545235312,-0.0008484265383552139,03-22-19-28,XAI,attention_same,7
-0.14304289215686283,0.19335471014492753,-0.012808333333333338,-0.3256175194852941,0.15604986972826088,-0.011278494507575752,-0.47619999999999996,0.4314,-0.062,-0.008050042553191486,0.027511684782608695,-0.003324715909090911,-0.08810746235608619,0.0937458386784335,0.03697034922273208,-0.09151311795907763,0.06634542493050855,0.009499940633454844,-0.10397142171859741,0.3207498788833618,0.019809365272522,-0.005817266271469446,0.02213015787951323,-0.0033291700634766573,03-22-19-28,XAI,attention_same,8
-0.20219507575757573,0.05868584541062799,-0.003606060606060585,-0.2627780095075758,0.07331760063285023,-0.00031035696969697324,-0.5146,0.14700000000000002,0.0040999999999999925,-0.016012469074715485,0.012164009661835742,0.001272727272727276,-0.08934274610047319,0.07220800851543707,0.003818277107325921,-0.10288515251487379,0.07378763662476326,0.0019347394640828412,-0.4071283340454102,0.225386381149292,0.013393878936767606,-0.015114988058893934,0.012464849725095706,0.004491303687576539,03-22-19-28,XAI,attention_same,9
-0.02678124999999998,-0.03445252398831877,0.14744778172138426,-0.04031833999094202,-0.0005396788277012288,0.13496931625998226,-0.07379999999999998,0.15000000000000002,0.4589,0.003912151300236408,0.0030147684605757175,0.025600576752440107,0.020959883179191646,-0.02074495825613859,0.09855406280084716,0.0017194922555945208,0.026548868384302787,0.06541693239640683,0.03398895263671875,0.2605936527252197,0.4324191212654114,0.0051988505430290745,0.012663935237705176,0.018823326164534266,03-22-19-28,XAI,attention_same,10
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,03-22-19-28,XAI,attention_same,11
0.13616073717948718,0.14344270944741533,-0.008989622641509487,0.4090262981249999,0.24118465258467026,-0.00929139458071282,0.4354,0.4174000000000001,-0.018000000000000016,0.02207104714226115,0.024652014260249558,-0.0025861285814116064,0.02497306118199888,0.09144425200241985,-0.017253195051953774,0.04771654968526298,0.08171444387900731,-0.011688380054005909,-0.004091084003448597,0.11934894323348999,-0.0648878812789917,0.0008986429666846193,0.015310613994292406,-0.004721087188174225,03-22-19-44,XAI,attention_opposite,0
-0.08219751773049644,0.060594988179669074,-0.19999594696969702,-0.05159158531028369,0.10968241348463359,-0.3937904198977272,-0.20280000000000004,0.07289999999999996,-0.4063999999999999,-0.02207127659574468,0.0012648226950354585,-0.030634772727272726,-0.1683223845993651,0.04232181654472442,-0.08345201879062436,-0.05090731587297748,0.033856371480043446,-0.08174303173629932,-0.282840482890606,-0.04920804500579834,0.025338470935821644,-0.01937881153452518,-0.0038506861837761357,-0.0068146372157515955,03-22-19-44,XAI,attention_opposite,1
