cte_l1_m1,cte_l1,cte_l1_p1,cte_l2_m1,cte_l2,cte_l2_p1,cte_max_m1,cte_max,cte_max_p1,cte_der_m1,cte_der,cte_der_p1,steering_l1_m1,steering_l1,steering_l1_p1,steering_l2_m1,steering_l2,steering_l2_p1,steering_max_m1,steering_max,steering_max_p1,steering_der_m1,steering_der,steering_der_p1,time,mutation type,mutation method,episode
-0.1636555294117647,0.28600631808278865,-0.06459440665154942,-0.1429669883843137,0.45301637403050105,-0.07969730399848834,-0.12259999999999982,0.5420999999999999,-0.13549999999999995,-0.011720122448979582,0.031037908496732033,-0.015483862433862433,-0.09688632663047198,0.17969141784682063,-0.06017709469904203,-0.0696154991307156,0.17237883944559343,-0.038800857390101084,-0.041504502296447865,0.17652517557144165,-0.13068830966949463,-0.003960423305326588,0.01633859148212509,-0.01531400132251345,03-28-09-48,XAI,random,0
1.626931862745098,nan,nan,3.9482521316176467,nan,nan,1.3827999999999998,nan,nan,0.05363218181818182,nan,nan,0.356759403047024,nan,nan,0.30958625383362204,nan,nan,-0.03905540704727173,nan,nan,0.006916110705245636,nan,nan,03-28-09-48,XAI,random,1
0.12609226998491707,0.15707429193899786,-0.030353163152053275,0.34303825943815985,0.2442855408714597,-0.03618277709211987,0.3923000000000001,0.43799999999999994,-0.03869999999999996,0.008694274509803923,0.0233218954248366,-0.002411875693673682,0.013315844584149639,0.09409795867883819,-0.024735774652625164,0.030924453113571365,0.08753179598217375,-0.016122850703462505,0.012694716453552246,0.11379730701446533,-0.006830096244812012,-0.0020656835799123738,0.014494337547318867,-0.0015843534002117077,03-28-09-52,XAI,attention_same,0
0.06181649550706031,-0.030260924796747968,-0.028005579196217517,0.06818954814505776,-0.00038528839939022674,-0.01753109937588653,0.23460000000000003,0.14090000000000003,-0.014500000000000013,-0.00295601351351351,-0.007001727642276426,-0.005639101654846334,0.07755214064585256,-0.0046614933773407585,-0.011645001252280907,0.06584824017978314,0.004214511835120054,-0.006435120971108765,0.3120117783546448,0.16604048013687134,-0.04415595531463623,0.009472633827779742,0.0005767103701042504,-0.0015488467388401136,03-28-09-52,XAI,attention_same,1
1.3606148051948055,nan,nan,3.408976104831169,nan,nan,1.0179,nan,nan,0.02941452991452992,nan,nan,0.27652675015489003,nan,nan,0.23786547466563582,nan,nan,-0.15434712171554577,nan,nan,0.015708520732544085,nan,nan,03-28-09-52,XAI,attention_same,2
0.050659615384615275,0.20237488636363643,0.009510440376051421,0.2227689928846155,0.3343135905795455,-0.0060184323305294,0.27170000000000005,0.5276,-0.016999999999999904,0.005921568627450989,0.022153939393939392,0.005848639287481437,-0.0015638596736468058,0.12457956879992377,-0.008787003661566262,0.024545839022638516,0.11831814732443105,-0.012026231891435119,0.06712687015533447,0.1289055347442627,-0.042822062969207764,-0.004160501208959846,0.01012632097258713,9.764025318687031e-05,03-28-09-56,XAI,attention_opposite,0
-0.24463378623188403,0.07415744680851061,0.00037346938775506544,-0.1466512932155797,0.06170893829787233,-0.007257978571428569,-0.491,0.13979999999999998,-0.027699999999999836,-0.024775082742316788,0.011465957446808513,0.0009653061224489841,-0.045330544599615386,0.05154422730544303,0.0030607789830894017,-0.04780393213863715,0.03108464731089345,-0.0016222019524026882,-0.285456120967865,0.12066590785980225,0.03237038850784302,-0.016153309186017824,0.006721871805951955,0.001962205737221008,03-28-09-56,XAI,attention_opposite,1
-0.3402608974358975,0.33606555555555556,-0.02707326786688488,-0.4422397336217948,0.745561125148148,-0.01261933877250411,-0.2036,0.9200999999999999,-0.018799999999999983,-0.04554889445139758,0.028688148148148143,-0.01008221494817239,-0.20548510683240756,0.1837610320084625,-0.02393325206361796,-0.1743634926686156,0.18081136172400925,-0.009440741872794874,0.026745975017547607,0.20677578449249268,-0.021891713142395075,-0.03196729226197161,0.011100588683728818,-0.0038155952577244856,03-28-09-56,XAI,attention_opposite,2
-0.31987101449275357,0.17205531914893615,-0.03141032196969698,-0.7313091403220611,0.16309111950676985,-0.012633900861742431,-0.8656999999999999,0.45940000000000003,-0.03889999999999999,-0.01855039832285115,0.030775338491295937,0.0015554924242424262,-0.1484635200819388,0.09736814648820433,0.0516267469129437,-0.1619188795951289,0.07429110716968526,0.009809932187007413,-0.17601370811462402,0.356340765953064,-0.009071707725524902,-0.0003132279563999793,0.019376863812175665,0.0027373023930880556,03-28-09-56,XAI,attention_opposite,3
0.050936111111111126,-0.4363011170212766,0.0907811428571429,0.045473097500000004,-0.829194632643617,0.10902679937142856,-0.024399999999999977,-0.7458999999999998,0.18990000000000007,-0.013243896103896105,-0.058808297872340404,-0.0007932380952380899,0.024348495119354774,-0.1624188679419062,0.023090827478361997,0.010481758579514444,-0.16790322749606398,0.03545208276858963,0.008559167385101318,-0.12391930818557739,0.11724579334259033,-0.008366347762284353,-0.030725163696928223,-0.00312029850669205,03-28-09-56,XAI,attention_opposite,4
-0.07239772727272731,0.11894476031215162,0.013024444444444422,-0.06784120159090912,0.13768165418617612,0.004473768095238091,0.06050000000000011,0.34650000000000003,0.04149999999999998,-0.003255813953488375,0.010531047937569683,0.0006317460317460354,-0.04345026956236159,0.02990954419039399,-0.0012803896078987798,-0.023384565757977843,0.034213962090449135,0.0030413270341135973,0.08816874027252197,0.16351568698883057,0.1305279135704041,-0.007944635353809182,0.010507846577144923,0.0022535574578103606,03-28-09-56,XAI,attention_opposite,5
0.1391479591836735,0.12379435992578852,-0.022631637372802993,0.3391881837265307,0.24707532512801483,-0.026657343570767822,0.44609999999999994,0.48760000000000003,-0.07200000000000006,0.012057610544217681,0.017540148423005567,-0.006244958371877905,0.05934778805822133,0.07072687011422912,-0.011160594916486355,0.0815813379289132,0.06141201190737142,-0.0010684908205920163,0.05318397283554077,0.12612849473953247,-0.026352107524871826,-0.008461016249291756,0.009444471907582491,-0.0033018428015554532,03-28-09-56,XAI,attention_opposite,6
