population size,total iteration number,misbehaviour number
174,100,133

id,expected_label,predicted_label,misbehaviour,confidence,mutate_attempts,failed
30,1,0,True,0.685844898223877,2,False
42,1,0,True,0.7605472803115845,2,False
120,0,1,True,0.7246153950691223,2,False
149,0,1,True,0.9592263698577881,2,False
155,0,1,True,0.7081709504127502,2,False
33,0,1,True,0.9582776427268982,3,False
52,0,1,True,0.5434796214103699,3,False
66,1,0,True,0.6316437721252441,3,False
121,0,1,True,0.9989331364631653,3,False
59,0,1,True,0.5967232584953308,4,False
86,1,0,True,0.766787588596344,4,False
108,0,1,True,0.9152193069458008,4,False
125,1,0,True,0.9371246695518494,4,False
132,0,1,True,0.5306927561759949,4,False
1,0,1,True,0.6653571724891663,5,False
91,1,0,True,0.6327712535858154,5,False
93,1,0,True,0.7940424680709839,5,False
135,0,1,True,0.8292105197906494,5,False
156,0,1,True,0.7109032869338989,5,False
14,0,1,True,0.9280999302864075,6,False
39,0,1,True,0.5230735540390015,6,False
70,0,1,True,0.8955631256103516,7,False
88,0,1,True,0.6187567710876465,7,False
102,0,1,True,0.5374066233634949,7,False
118,0,1,True,0.997232973575592,7,False
21,0,1,True,0.9989013671875,8,False
32,0,1,True,0.8892921805381775,8,False
160,1,0,True,0.9444291591644287,8,False
7,0,1,True,0.6511390805244446,9,False
25,1,0,True,0.8779336214065552,9,False
15,0,1,True,0.7489081621170044,10,False
41,1,0,True,0.8818039894104004,10,False
45,0,1,True,0.9854360222816467,10,False
87,0,1,True,0.7706263065338135,10,False
62,0,1,True,0.6404455900192261,11,False
80,1,0,True,0.5978747606277466,11,False
100,0,1,True,0.8834611773490906,11,False
124,0,1,True,0.9867563247680664,11,False
54,0,1,True,0.8358550071716309,12,False
170,0,1,True,0.5233537554740906,12,False
49,0,1,True,0.9980576634407043,13,False
140,0,1,True,0.6785707473754883,13,False
168,0,1,True,0.9935905933380127,13,False
5,1,0,True,0.7920573949813843,14,False
31,0,1,True,0.9901815056800842,14,False
89,0,1,True,0.6504607200622559,14,False
35,0,1,True,0.5061679482460022,15,False
84,0,1,True,0.8881069421768188,15,False
127,0,1,True,0.9431600570678711,15,False
103,0,1,True,0.7949079275131226,16,False
133,0,1,True,0.7573980093002319,16,False
137,0,1,True,0.6999151706695557,16,False
65,1,0,True,0.6242619156837463,17,False
138,1,0,True,0.5843977928161621,17,False
9,0,1,True,0.9201641082763672,19,False
107,0,1,True,0.9626016020774841,19,False
134,0,1,True,0.7821882367134094,19,False
4,0,1,True,0.6821306943893433,20,False
77,0,1,True,0.5838607549667358,20,False
153,1,0,True,0.9817595481872559,20,False
40,1,0,True,0.9455128312110901,21,False
95,1,0,True,0.9445703029632568,22,False
172,0,1,True,0.6551879048347473,22,False
19,0,1,True,0.9947944283485413,23,False
74,0,1,True,0.9734361171722412,23,False
141,0,1,True,0.646053671836853,23,False
158,0,1,True,0.6857032179832458,23,False
24,1,0,True,0.6719725131988525,24,False
104,0,1,True,0.7293100953102112,24,False
11,0,1,True,0.5183217525482178,25,False
139,0,1,True,0.6155981421470642,25,False
29,0,1,True,0.5951054096221924,26,False
142,0,1,True,0.8426576256752014,26,False
18,1,0,True,0.5223923921585083,27,False
26,0,1,True,0.54591304063797,27,False
159,0,1,True,0.9599226117134094,27,False
3,0,1,True,0.7878393530845642,28,False
23,1,0,True,0.9985082745552063,28,False
117,0,1,True,0.7801710963249207,28,False
154,0,1,True,0.9496710896492004,28,False
47,1,0,True,0.7788478136062622,29,False
113,1,0,True,0.9241341352462769,29,False
57,0,1,True,0.8895147442817688,30,False
73,1,0,True,0.6058863401412964,30,False
112,0,1,True,0.5183254480361938,30,False
44,0,1,True,0.7376441359519958,31,False
56,0,1,True,0.5789495706558228,31,False
17,0,1,True,0.81840980052948,34,False
98,0,1,True,0.9520931243896484,34,False
131,0,1,True,0.7963244915008545,34,False
152,0,1,True,0.6792859435081482,34,False
173,0,1,True,0.6026219129562378,34,False
43,1,0,True,0.6974860429763794,35,False
72,0,1,True,0.734882116317749,35,False
85,0,1,True,0.9756935238838196,35,False
148,0,1,True,0.5893944501876831,35,False
166,0,1,True,0.6433336734771729,35,False
83,0,1,True,0.9952645301818848,37,False
55,0,1,True,0.5185181498527527,38,False
71,0,1,True,0.9835327863693237,39,False
13,0,1,True,0.7626057267189026,40,False
51,0,1,True,0.8219053745269775,40,False
76,1,0,True,0.5314701795578003,40,False
82,0,1,True,0.5972974896430969,40,False
110,0,1,True,0.9798718094825745,43,False
169,0,1,True,0.7825159430503845,43,False
27,1,0,True,0.9770426750183105,44,False
109,0,1,True,0.686147153377533,45,False
163,1,0,True,0.6458954811096191,46,False
37,0,1,True,0.9991266131401062,48,False
161,0,1,True,0.5625432729721069,48,False
63,1,0,True,0.9850203394889832,50,False
79,0,1,True,0.6738312840461731,51,False
114,1,0,True,0.9798392653465271,52,False
50,0,1,True,0.649173378944397,55,False
81,0,1,True,0.8146476149559021,57,False
147,1,0,True,0.9150385856628418,62,False
130,0,1,True,0.5604109168052673,64,False
8,0,1,True,0.6361573338508606,65,False
119,0,1,True,0.8161793351173401,67,False
157,1,0,True,0.8225736021995544,68,False
78,1,0,True,0.9105356335639954,69,False
128,0,1,True,0.549782931804657,70,False
146,0,1,True,0.8902922868728638,71,False
75,0,1,True,0.9215201139450073,73,False
101,0,1,True,0.8995499014854431,75,False
123,0,1,True,0.8367600440979004,75,False
115,0,1,True,0.8372107148170471,77,False
38,1,0,True,0.7955732941627502,81,False
60,0,1,True,0.9602128863334656,86,False
111,0,1,True,0.6691086888313293,86,False
143,1,0,True,0.9902982711791992,87,False
99,0,1,True,0.9817910194396973,92,False
0,1,1,False,0.9998961687088013,,False
2,1,1,False,0.9999271631240845,,False
6,1,1,False,0.9999144077301025,,False
10,1,1,False,0.9999994039535522,,False
12,1,1,False,0.9999741315841675,,False
16,1,1,False,0.9999749660491943,,False
20,1,1,False,0.9999756813049316,,False
22,1,1,False,0.9999971389770508,,False
28,1,1,False,0.999993085861206,,False
34,1,1,False,0.9990241527557373,,False
36,1,1,False,0.999821126461029,,False
46,1,1,False,0.9999586343765259,,False
48,1,1,False,0.9999560117721558,,False
53,1,1,False,0.9999428987503052,,False
58,1,1,False,0.99918133020401,,False
61,1,1,False,0.9999799728393555,,False
64,1,1,False,0.9999803304672241,,False
67,1,1,False,0.9999319314956665,,False
68,1,1,False,0.9999616146087646,,False
69,1,1,False,0.9998594522476196,,False
90,0,0,False,0.9997158050537109,,False
92,1,1,False,0.99997878074646,,False
94,1,1,False,0.9998406171798706,,False
96,1,1,False,0.9999090433120728,,False
97,1,1,False,0.9999781847000122,,False
105,1,1,False,0.9999797344207764,,False
106,1,1,False,0.9999966621398926,,False
116,1,1,False,0.998900294303894,,False
122,1,1,False,0.999998927116394,,False
126,1,1,False,0.9999967813491821,,False
129,1,1,False,0.9991374015808105,,False
136,1,1,False,0.9999750852584839,,False
